Pos,Team,Driver,Time,Lap,Points,Race_ID,Year,Race_Name
22,AlphaTauri,Lawson,3.06,25,,16,2023,Japan
23,Alfa Romeo,Zhou,3.22,10,,16,2023,Japan
24,Red Bull,Verstappen,3.3,16,,16,2023,Japan
25,Alpine,Gasly,3.44,18,,16,2023,Japan
26,Aston Martin,Alonso,3.45,25,,16,2023,Japan
27,Haas,Hulkenberg,3.54,21,,16,2023,Japan
28,Alpine,Gasly,3.57,34,,16,2023,Japan
29,McLaren,Piastri,3.85,13,,16,2023,Japan
30,Mercedes,Hamilton,4.07,16,,16,2023,Japan
31,Alpine,Ocon,4.82,1,,16,2023,Japan
32,Red Bull,Perez,9.07,14,,16,2023,Japan
33,Red Bull,Perez,11.2,2,,16,2023,Japan
34,Williams,Sargeant,11.64,2,,16,2023,Japan
35,Williams,Sargeant,13.83,21,,16,2023,Japan
36,Red Bull,Perez,18.23,12,,16,2023,Japan
37,Alfa Romeo,Zhou,18.97,1,,16,2023,Japan
38,Williams,Sargeant,23.04,5,,16,2023,Japan
39,Williams,Albon,28.83,1,,16,2023,Japan
40,Williams,Albon,31.41,13,,16,2023,Japan
41,Alfa Romeo,Bottas,32.08,6,,16,2023,Japan
42,Alfa Romeo,Bottas,33.97,1,,16,2023,Japan
1,McLaren,Norris,1.8,27,25.0,17,2023,Qatar
2,Ferrari,Leclerc,1.93,43,18.0,17,2023,Qatar
3,McLaren,Piastri,2.0,43,15.0,17,2023,Qatar
4,McLaren,Norris,2.14,44,,17,2023,Qatar
5,McLaren,Piastri,2.15,25,,17,2023,Qatar
6,AlphaTauri,Tsunoda,2.19,22,12.0,17,2023,Qatar
7,Red Bull,Perez,2.24,17,10.0,17,2023,Qatar
8,Ferrari,Leclerc,2.29,25,,17,2023,Qatar
9,AlphaTauri,Tsunoda,2.3,40,,17,2023,Qatar
10,Aston Martin,Alonso,2.33,11,8.0,17,2023,Qatar
11,Aston Martin,Alonso,2.35,26,,17,2023,Qatar
12,Aston Martin,Alonso,2.39,44,,17,2023,Qatar
13,AlphaTauri,Tsunoda,2.4,9,,17,2023,Qatar
14,Red Bull,Verstappen,2.43,17,6.0,17,2023,Qatar
15,Ferrari,Leclerc,2.45,12,,17,2023,Qatar
16,Aston Martin,Stroll,2.49,21,4.0,17,2023,Qatar
17,Red Bull,Verstappen,2.51,34,,17,2023,Qatar
18,Alpine,Gasly,2.56,11,2.0,17,2023,Qatar
19,Aston Martin,Stroll,2.56,3,,17,2023,Qatar
20,McLaren,Norris,2.56,13,,17,2023,Qatar
21,Mercedes,Russell,2.59,50,1.0,17,2023,Qatar
22,AlphaTauri,Lawson,2.6,39,,17,2023,Qatar
23,Mercedes,Russell,2.63,32,,17,2023,Qatar
24,Haas,Magnussen,2.68,3,,17,2023,Qatar
25,Mercedes,Russell,2.68,14,,17,2023,Qatar
26,Alfa Romeo,Zhou,2.73,18,,17,2023,Qatar
27,Alfa Romeo,Zhou,2.82,35,,17,2023,Qatar
28,Alpine,Ocon,2.97,10,,17,2023,Qatar
29,Alfa Romeo,Zhou,3.0,0,,17,2023,Qatar
30,Haas,Hulkenberg,3.06,27,,17,2023,Qatar
31,Alpine,Ocon,3.07,25,,17,2023,Qatar
32,AlphaTauri,Lawson,3.08,21,,17,2023,Qatar
33,Williams,Albon,3.08,31,,17,2023,Qatar
34,Alfa Romeo,Bottas,3.1,3,,17,2023,Qatar
35,Haas,Magnussen,3.11,21,,17,2023,Qatar
36,Alfa Romeo,Bottas,3.11,39,,17,2023,Qatar
37,Haas,Hulkenberg,3.12,39,,17,2023,Qatar
38,Williams,Albon,3.12,44,,17,2023,Qatar
39,McLaren,Piastri,3.15,12,,17,2023,Qatar
40,AlphaTauri,Lawson,3.23,3,,17,2023,Qatar
41,Alfa Romeo,Bottas,3.27,21,,17,2023,Qatar
42,Alpine,Ocon,3.32,43,,17,2023,Qatar
43,Williams,Sargeant,3.37,13,,17,2023,Qatar
44,Williams,Sargeant,3.39,26,,17,2023,Qatar
45,Williams,Albon,3.46,18,,17,2023,Qatar
46,Aston Martin,Stroll,3.79,39,,17,2023,Qatar
47,Alpine,Gasly,4.07,26,,17,2023,Qatar
48,Red Bull,Verstappen,4.18,51,,17,2023,Qatar
49,Haas,Magnussen,4.6,39,,17,2023,Qatar
50,Red Bull,Perez,7.88,31,,17,2023,Qatar
51,Red Bull,Perez,7.93,43,,17,2023,Qatar
52,Alpine,Gasly,9.03,44,,17,2023,Qatar
53,Mercedes,Russell,12.53,1,,17,2023,Qatar
54,Haas,Hulkenberg,14.1,13,,17,2023,Qatar
1,McLaren,Norris,2.07,34,25.0,18,2023,COTA
2,Alpine,Gasly,2.22,18,18.0,18,2023,COTA
3,Ferrari,Sainz,2.23,35,15.0,18,2023,COTA
4,AlphaTauri,Tsunoda,2.3,54,12.0,18,2023,COTA
5,Red Bull,Perez,2.45,37,10.0,18,2023,COTA
6,Aston Martin,Stroll,2.45,40,8.0,18,2023,COTA
7,Red Bull,Verstappen,2.53,16,6.0,18,2023,COTA
8,Ferrari,Sainz,2.54,17,,18,2023,COTA
9,Mercedes,Russell,2.58,39,4.0,18,2023,COTA
10,Aston Martin,Stroll,2.81,20,,18,2023,COTA
11,AlphaTauri,Ricciardo,2.82,22,2.0,18,2023,COTA
12,AlphaTauri,Tsunoda,2.82,17,,18,2023,COTA
13,Mercedes,Russell,2.82,21,,18,2023,COTA
14,McLaren,Norris,2.83,17,,18,2023,COTA
15,Red Bull,Perez,2.88,17,,18,2023,COTA
16,AlphaTauri,Tsunoda,2.98,34,,18,2023,COTA
17,Haas,Hulkenberg,3.07,34,1.0,18,2023,COTA
18,Ferrari,Leclerc,3.09,23,,18,2023,COTA
19,Alfa Romeo,Bottas,3.11,10,,18,2023,COTA
20,Aston Martin,Alonso,3.12,42,,18,2023,COTA
21,Alfa Romeo,Zhou,3.17,27,,18,2023,COTA
22,Williams,Albon,3.18,10,,18,2023,COTA
23,Aston Martin,Alonso,3.26,19,,18,2023,COTA
24,Haas,Magnussen,3.33,29,,18,2023,COTA
25,Alpine,Gasly,3.38,37,,18,2023,COTA
26,Red Bull,Verstappen,3.39,35,,18,2023,COTA
27,Mercedes,Hamilton,3.41,38,,18,2023,COTA
28,Williams,Albon,3.44,29,,18,2023,COTA
29,Alfa Romeo,Bottas,3.5,28,,18,2023,COTA
30,Haas,Magnussen,3.56,10,,18,2023,COTA
31,Mercedes,Hamilton,3.64,20,,18,2023,COTA
32,Williams,Sargeant,3.67,11,,18,2023,COTA
33,Alfa Romeo,Zhou,4.12,9,,18,2023,COTA
34,Haas,Hulkenberg,4.35,19,,18,2023,COTA
35,Williams,Sargeant,4.4,32,,18,2023,COTA
36,AlphaTauri,Ricciardo,4.8,47,,18,2023,COTA
1,Ferrari,Sainz,2.35,30,25.0,19,2023,Mexico
2,AlphaTauri,Ricciardo,2.37,27,18.0,19,2023,Mexico
3,Red Bull,Verstappen,2.42,33,15.0,19,2023,Mexico
4,Red Bull,Verstappen,2.46,19,,19,2023,Mexico
5,Ferrari,Leclerc,2.49,31,12.0,19,2023,Mexico
6,Aston Martin,Stroll,2.55,30,10.0,19,2023,Mexico
7,Mercedes,Hamilton,2.56,24,8.0,19,2023,Mexico
8,McLaren,Norris,2.6,33,6.0,19,2023,Mexico
9,Mercedes,Russell,2.62,26,4.0,19,2023,Mexico
10,Alpine,Gasly,2.81,28,2.0,19,2023,Mexico
11,Aston Martin,Alonso,2.83,29,1.0,19,2023,Mexico
12,McLaren,Norris,2.85,11,,19,2023,Mexico
13,Alfa Romeo,Zhou,2.92,21,,19,2023,Mexico
14,Haas,Hulkenberg,3.31,23,,19,2023,Mexico
15,McLaren,Piastri,3.37,25,,19,2023,Mexico
16,Haas,Magnussen,3.48,23,,19,2023,Mexico
17,Williams,Albon,3.58,33,,19,2023,Mexico
18,Alfa Romeo,Bottas,3.62,31,,19,2023,Mexico
19,Williams,Sargeant,4.23,22,,19,2023,Mexico
20,AlphaTauri,Tsunoda,10.15,9,,19,2023,Mexico
1,Red Bull,Verstappen,2.22,27,25.0,20,2023,Brazil
2,McLaren,Piastri,2.25,23,18.0,20,2023,Brazil
3,Red Bull,Perez,2.27,20,15.0,20,2023,Brazil
4,AlphaTauri,Tsunoda,2.29,55,12.0,20,2023,Brazil
5,Ferrari,Sainz,2.35,26,10.0,20,2023,Brazil
6,Red Bull,Perez,2.37,46,,20,2023,Brazil
7,AlphaTauri,Tsunoda,2.4,26,,20,2023,Brazil
8,Aston Martin,Stroll,2.51,22,8.0,20,2023,Brazil
9,McLaren,Piastri,2.52,52,,20,2023,Brazil
10,Red Bull,Verstappen,2.53,56,,20,2023,Brazil
11,Aston Martin,Alonso,2.58,47,6.0,20,2023,Brazil
12,McLaren,Norris,2.58,59,4.0,20,2023,Brazil
13,Alpine,Gasly,2.59,46,2.0,20,2023,Brazil
14,AlphaTauri,Ricciardo,2.6,55,1.0,20,2023,Brazil
15,Alfa Romeo,Zhou,2.61,15,,20,2023,Brazil
16,McLaren,Norris,2.62,27,,20,2023,Brazil
17,Mercedes,Hamilton,2.7,18,,20,2023,Brazil
18,Aston Martin,Alonso,2.81,25,,20,2023,Brazil
19,AlphaTauri,Ricciardo,2.83,26,,20,2023,Brazil
20,Alpine,Ocon,2.88,51,,20,2023,Brazil
21,Ferrari,Sainz,2.88,51,,20,2023,Brazil
22,Mercedes,Russell,2.92,19,,20,2023,Brazil
23,Alfa Romeo,Bottas,2.96,18,,20,2023,Brazil
24,Mercedes,Russell,3.08,45,,20,2023,Brazil
25,Mercedes,Hamilton,3.13,46,,20,2023,Brazil
26,Haas,Hulkenberg,3.15,46,,20,2023,Brazil
27,Alpine,Ocon,3.18,14,,20,2023,Brazil
28,Alpine,Ocon,3.2,31,,20,2023,Brazil
29,Haas,Hulkenberg,3.38,21,,20,2023,Brazil
30,Williams,Sargeant,3.43,44,,20,2023,Brazil
31,Williams,Sargeant,3.5,17,,20,2023,Brazil
32,Williams,Sargeant,3.57,1,,20,2023,Brazil
33,Alpine,Gasly,4.14,26,,20,2023,Brazil
34,Aston Martin,Stroll,4.32,52,,20,2023,Brazil
35,Haas,Hulkenberg,9.09,1,,20,2023,Brazil
1,McLaren,Piastri,1.99,43,25.0,21,2023,Vegas
2,AlphaTauri,Tsunoda,2.2,10,18.0,21,2023,Vegas
3,Ferrari,Sainz,2.25,3,15.0,21,2023,Vegas
4,Red Bull,Perez,2.45,26,12.0,21,2023,Vegas
5,AlphaTauri,Tsunoda,2.49,21,,21,2023,Vegas
6,Mercedes,Russell,2.58,15,10.0,21,2023,Vegas
7,Williams,Sargeant,2.6,15,8.0,21,2023,Vegas
8,Williams,Albon,2.61,16,6.0,21,2023,Vegas
9,Alfa Romeo,Bottas,2.63,24,4.0,21,2023,Vegas
10,Red Bull,Verstappen,2.71,26,2.0,21,2023,Vegas
11,Haas,Magnussen,2.89,14,1.0,21,2023,Vegas
12,Alpine,Ocon,2.95,20,,21,2023,Vegas
13,Mercedes,Russell,2.99,26,,21,2023,Vegas
14,Haas,Magnussen,3.07,26,,21,2023,Vegas
15,Alfa Romeo,Zhou,3.08,26,,21,2023,Vegas
16,AlphaTauri,Ricciardo,3.16,17,,21,2023,Vegas
17,Ferrari,Sainz,3.17,26,,21,2023,Vegas
18,Alpine,Gasly,3.25,17,,21,2023,Vegas
19,Haas,Hulkenberg,3.33,12,,21,2023,Vegas
20,Aston Martin,Stroll,3.35,26,,21,2023,Vegas
21,Haas,Hulkenberg,3.62,26,,21,2023,Vegas
22,Aston Martin,Stroll,3.65,3,,21,2023,Vegas
23,Mercedes,Hamilton,3.77,26,,21,2023,Vegas
24,Ferrari,Leclerc,3.91,21,,21,2023,Vegas
25,Aston Martin,Alonso,4.02,26,,21,2023,Vegas
26,McLaren,Piastri,4.41,16,,21,2023,Vegas
27,Mercedes,Hamilton,6.36,17,,21,2023,Vegas
28,Red Bull,Verstappen,7.74,16,,21,2023,Vegas
29,Aston Martin,Alonso,9.46,1,,21,2023,Vegas
30,Red Bull,Perez,11.48,1,,21,2023,Vegas
31,Alfa Romeo,Bottas,24.73,1,,21,2023,Vegas
1,Ferrari,Sainz,2.16,23,25.0,22,2023,Abu Dhabi
2,McLaren,Norris,2.22,33,18.0,22,2023,Abu Dhabi
3,McLaren,Piastri,2.22,36,15.0,22,2023,Abu Dhabi
4,Ferrari,Sainz,2.25,56,,22,2023,Abu Dhabi
5,Red Bull,Perez,2.27,42,12.0,22,2023,Abu Dhabi
6,Red Bull,Verstappen,2.32,43,10.0,22,2023,Abu Dhabi
7,AlphaTauri,Ricciardo,2.36,7,8.0,22,2023,Abu Dhabi
8,Ferrari,Leclerc,2.37,35,6.0,22,2023,Abu Dhabi
9,Red Bull,Perez,2.46,17,,22,2023,Abu Dhabi
10,AlphaTauri,Tsunoda,2.53,22,4.0,22,2023,Abu Dhabi
11,Aston Martin,Alonso,2.53,36,2.0,22,2023,Abu Dhabi
12,AlphaTauri,Ricciardo,2.59,31,,22,2023,Abu Dhabi
13,McLaren,Piastri,2.64,13,,22,2023,Abu Dhabi
14,Alpine,Ocon,2.71,15,1.0,22,2023,Abu Dhabi
15,Williams,Sargeant,2.75,41,,22,2023,Abu Dhabi
16,Ferrari,Leclerc,2.77,17,,22,2023,Abu Dhabi
17,Alfa Romeo,Zhou,2.84,37,,22,2023,Abu Dhabi
18,Haas,Hulkenberg,2.85,13,,22,2023,Abu Dhabi
19,Williams,Albon,2.89,43,,22,2023,Abu Dhabi
20,Aston Martin,Stroll,2.9,22,,22,2023,Abu Dhabi
21,Red Bull,Verstappen,2.91,16,,22,2023,Abu Dhabi
22,Aston Martin,Stroll,2.91,42,,22,2023,Abu Dhabi
23,Haas,Magnussen,2.92,22,,22,2023,Abu Dhabi
24,Mercedes,Russell,2.97,14,,22,2023,Abu Dhabi
25,Williams,Sargeant,2.98,15,,22,2023,Abu Dhabi
26,Alfa Romeo,Bottas,3.07,29,,22,2023,Abu Dhabi
27,Aston Martin,Alonso,3.1,12,,22,2023,Abu Dhabi
28,Mercedes,Russell,3.1,34,,22,2023,Abu Dhabi
29,Haas,Hulkenberg,3.12,33,,22,2023,Abu Dhabi
30,Mercedes,Hamilton,3.21,15,,22,2023,Abu Dhabi
31,Alfa Romeo,Zhou,3.33,13,,22,2023,Abu Dhabi
32,Williams,Albon,3.36,16,,22,2023,Abu Dhabi
33,Mercedes,Hamilton,3.41,35,,22,2023,Abu Dhabi
34,Haas,Magnussen,3.5,5,,22,2023,Abu Dhabi
35,Alpine,Gasly,3.54,17,,22,2023,Abu Dhabi
36,Alpine,Gasly,4.13,32,,22,2023,Abu Dhabi
37,McLaren,Norris,5.16,14,,22,2023,Abu Dhabi
1,Ferrari,Leclerc,2.23,11,25,1,2024,Bahrain
2,Ferrari,Sainz,2.27,35,18,1,2024,Bahrain
3,Red Bull,Verstappen,2.27,37,15,1,2024,Bahrain
4,Red Bull,Perez,2.29,12,12,1,2024,Bahrain
5,McLaren,Norris,2.33,13,10,1,2024,Bahrain
6,RB,Tsunoda,2.34,34,8,1,2024,Bahrain
7,Ferrari,Leclerc,2.37,34,,1,2024,Bahrain
8,Mercedes,Hamilton,2.51,33,6,1,2024,Bahrain
9,RB,Tsunoda,2.51,14,,1,2024,Bahrain
10,Haas,Magnussen,2.56,32,4,1,2024,Bahrain
11,Aston Martin,Stroll,2.57,9,2,1,2024,Bahrain
12,Ferrari,Sainz,2.60,14,,1,2024,Bahrain
13,Alpine,Ocon,2.64,10,1,1,2024,Bahrain
14,RB,Ricciardo,2.73,35,,1,2024,Bahrain
15,Haas,Hulkenberg,2.74,41,,1,2024,Bahrain
16,Red Bull,Perez,2.76,36,,1,2024,Bahrain
17,Sauber,Zhou,2.77,28,,1,2024,Bahrain
18,Haas,Hulkenberg,2.79,20,,1,2024,Bahrain
19,Mercedes,Russell,2.81,11,,1,2024,Bahrain
20,RB,Ricciardo,2.83,13,,1,2024,Bahrain
21,Williams,Albon,2.84,36,,1,2024,Bahrain
22,Aston Martin,Stroll,2.85,27,,1,2024,Bahrain
23,McLaren,Norris,2.94,33,,1,2024,Bahrain
24,Mercedes,Russell,2.94,31,,1,2024,Bahrain
25,Red Bull,Verstappen,2.97,17,,1,2024,Bahrain
26,Williams,Albon,3.01,15,,1,2024,Bahrain
27,Alpine,Ocon,3.01,30,,1,2024,Bahrain
28,Sauber,Zhou,3.03,9,,1,2024,Bahrain
29,Aston Martin,Alonso,3.14,15,,1,2024,Bahrain
30,Williams,Sargeant,3.15,28,,1,2024,Bahrain
31,McLaren,Piastri,3.20,34,,1,2024,Bahrain
32,Aston Martin,Alonso,3.26,41,,1,2024,Bahrain
33,Mercedes,Hamilton,3.40,12,,1,2024,Bahrain
34,Alpine,Gasly,3.42,43,,1,2024,Bahrain
35,Williams,Sargeant,3.45,40,,1,2024,Bahrain
36,McLaren,Piastri,3.57,12,,1,2024,Bahrain
37,Haas,Magnussen,3.88,11,,1,2024,Bahrain
38,Sauber,Bottas,4.30,12,,1,2024,Bahrain
39,Alpine,Gasly,4.37,31,,1,2024,Bahrain
40,Alpine,Gasly,8.03,12,,1,2024,Bahrain
41,Williams,Sargeant,13.54,10,,1,2024,Bahrain
42,Haas,Hulkenberg,14.35,1,,1,2024,Bahrain
43,Sauber,Bottas,52.44,30,,1,2024,Bahrain
1,Red Bull,Verstappen,2.44,7,25,2,2024,Jeddah
2,Mercedes,Hamilton,2.51,36,18,2,2024,Jeddah
3,Red Bull,Perez,2.70,7,15,2,2024,Jeddah
4,Aston Martin,Alonso,2.74,7,12,2,2024,Jeddah
5,Mercedes,Russell,2.97,7,10,2,2024,Jeddah
6,Haas,Hulkenberg,3.03,33,8,2,2024,Jeddah
7,McLaren,Piastri,3.28,7,6,2,2024,Jeddah
8,Haas,Magnussen,3.29,7,4,2,2024,Jeddah
9,Ferrari,Bearman,3.48,7,2,2,2024,Jeddah
10,RB,Tsunoda,3.59,7,1,2,2024,Jeddah
11,Sauber,Bottas,3.62,35,,2,2024,Jeddah
12,Williams,Albon,3.66,7,,2,2024,Jeddah
13,McLaren,Norris,4.04,37,,2,2024,Jeddah
14,Alpine,Ocon,4.05,7,,2,2024,Jeddah
15,Sauber,Bottas,5.14,7,,2,2024,Jeddah
16,Ferrari,Leclerc,5.31,7,,2,2024,Jeddah
17,Williams,Sargeant,5.36,7,,2,2024,Jeddah
18,Sauber,Zhou,28.71,41,,2,2024,Jeddah
19,RB,Ricciardo,41.61,7,,2,2024,Jeddah
1,Red Bull,Perez,2.10,35,25,3,2024,Australia
2,Ferrari,Leclerc,2.18,34,18,3,2024,Australia
3,Ferrari,Leclerc,2.20,9,,3,2024,Australia
4,Alpine,Ocon,2.43,42,15,3,2024,Australia
5,Mercedes,Hamilton,2.46,7,12,3,2024,Australia
6,RB,Tsunoda,2.47,36,10,3,2024,Australia
7,McLaren,Piastri,2.49,9,8,3,2024,Australia
8,Mercedes,Russell,2.51,45,6,3,2024,Australia
9,Williams,Albon,2.54,6,4,3,2024,Australia
10,Alpine,Gasly,2.58,41,2,3,2024,Australia
11,Mercedes,Russell,2.59,8,,3,2024,Australia
12,Ferrari,Sainz,2.61,16,1,3,2024,Australia
13,McLaren,Norris,2.63,14,,3,2024,Australia
14,McLaren,Norris,2.63,40,,3,2024,Australia
15,Aston Martin,Stroll,2.65,8,,3,2024,Australia
16,Aston Martin,Alonso,2.66,41,,3,2024,Australia
17,Ferrari,Sainz,2.67,41,,3,2024,Australia
18,RB,Ricciardo,2.67,29,,3,2024,Australia
19,Williams,Albon,2.75,27,,3,2024,Australia
20,Haas,Hulkenberg,2.82,35,,3,2024,Australia
21,Aston Martin,Alonso,2.83,17,,3,2024,Australia
22,Aston Martin,Stroll,2.87,37,,3,2024,Australia
23,Alpine,Ocon,2.88,9,,3,2024,Australia
24,Red Bull,Perez,2.88,14,,3,2024,Australia
25,RB,Ricciardo,2.88,5,,3,2024,Australia
26,Haas,Hulkenberg,3.00,17,,3,2024,Australia
27,Haas,Magnussen,3.04,7,,3,2024,Australia
28,Haas,Magnussen,3.05,33,,3,2024,Australia
29,RB,Tsunoda,3.37,9,,3,2024,Australia
30,Sauber,Zhou,3.40,6,,3,2024,Australia
31,McLaren,Piastri,3.51,39,,3,2024,Australia
32,Sauber,Bottas,3.63,36,,3,2024,Australia
33,Alpine,Gasly,5.04,17,,3,2024,Australia
34,Alpine,Ocon,14.71,16,,3,2024,Australia
35,Sauber,Zhou,20.20,35,,3,2024,Australia
36,Sauber,Bottas,31.18,8,,3,2024,Australia
1,Red Bull,Verstappen,2.08,34,25,4,2024,Japan
2,Red Bull,Perez,2.13,33,18,4,2024,Japan
3,Red Bull,Perez,2.16,15,,4,2024,Japan
4,Red Bull,Verstappen,2.17,16,,4,2024,Japan
5,McLaren,Norris,2.31,11,15,4,2024,Japan
6,Ferrari,Sainz,2.32,15,12,4,2024,Japan
7,Alpine,Gasly,2.32,32,10,4,2024,Japan
8,Aston Martin,Alonso,2.34,13,8,4,2024,Japan
9,Alpine,Ocon,2.35,19,6,4,2024,Japan
10,Mercedes,Russell,2.37,37,4,4,2024,Japan
11,Williams,Sargeant,2.39,41,2,4,2024,Japan
12,Aston Martin,Stroll,2.42,34,1,4,2024,Japan
13,Aston Martin,Alonso,2.42,33,,4,2024,Japan
14,Aston Martin,Stroll,2.43,22,,4,2024,Japan
15,McLaren,Piastri,2.45,32,,4,2024,Japan
16,Ferrari,Leclerc,2.46,26,,4,2024,Japan
17,RB,Tsunoda,2.56,7,,4,2024,Japan
18,McLaren,Norris,2.61,26,,4,2024,Japan
19,Mercedes,Hamilton,2.62,23,,4,2024,Japan
20,Aston Martin,Stroll,2.63,12,,4,2024,Japan
21,Mercedes,Russell,2.67,22,,4,2024,Japan
22,RB,Tsunoda,2.76,22,,4,2024,Japan
23,Ferrari,Sainz,2.90,36,,4,2024,Japan
24,Haas,Hulkenberg,2.93,5,,4,2024,Japan
25,Sauber,Zhou,2.93,7,,4,2024,Japan
26,McLaren,Piastri,2.97,12,,4,2024,Japan
27,Alpine,Ocon,3.24,33,,4,2024,Japan
28,Alpine,Gasly,3.25,16,,4,2024,Japan
29,Haas,Hulkenberg,3.31,33,,4,2024,Japan
30,Mercedes,Hamilton,3.32,39,,4,2024,Japan
31,Williams,Sargeant,3.38,34,,4,2024,Japan
32,Sauber,Bottas,4.06,6,,4,2024,Japan
33,Williams,Sargeant,4.28,22,,4,2024,Japan
34,Sauber,Bottas,4.94,22,,4,2024,Japan
35,Haas,Magnussen,5.41,22,,4,2024,Japan
36,Sauber,Zhou,5.43,11,,4,2024,Japan
