resultId,raceId,driverId,constructorId,driverCurrentNumber,grid,positionOrder,positionText,position,points,laps,totalRaceTime,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
253,13,67,5,12.0,19,13.0,13,13,0.0,52,,,50.0,11.0,1:25.564,243.733,11
254,13,15,7,9.0,11,14.0,14,14,0.0,52,,,49.0,13.0,1:25.700,243.346,11
255,13,154,4,8.0,12,15.0,15,15,0.0,52,,,51.0,12.0,1:25.609,243.605,11
256,13,3,3,16.0,18,16.0,16,16,0.0,51,,,50.0,15.0,1:25.901,242.777,12
257,13,24,10,21.0,7,,R,17,0.0,22,,,22.0,17.0,1:26.041,242.382,7
258,13,153,5,11.0,20,,R,18,0.0,19,,,17.0,19.0,1:27.846,237.401,31
259,13,9,2,5.0,13,,R,19,0.0,15,,,12.0,18.0,1:27.819,237.474,44
260,13,17,9,14.0,10,,R,20,0.0,0,,,,,,,4
261,14,1,1,1.0,1,1.0,1,1,10.0,61,1:56:06.337,6966337.0,36.0,2.0,1:48.345,168.561,1
262,14,10,7,10.0,6,2.0,2,2,8.0,61,+9.634,6975971.0,34.0,6.0,1:48.396,168.482,1
263,14,4,4,7.0,5,3.0,3,3,6.0,61,+16.624,6982961.0,53.0,1.0,1:48.240,168.725,1
264,14,20,9,15.0,2,4.0,4,4,5.0,61,+20.621,6986958.0,10.0,7.0,1:48.398,168.479,1
265,14,18,23,22.0,11,5.0,5,5,4.0,61,+30.015,6996352.0,54.0,4.0,1:48.369,168.524,1
266,14,22,23,23.0,9,6.0,6,6,3.0,61,+31.858,6998195.0,50.0,8.0,1:48.598,168.168,1
267,14,5,1,2.0,8,7.0,7,7,2.0,61,+36.157,7002494.0,36.0,11.0,1:49.283,167.114,1
268,14,9,2,5.0,7,8.0,8,8,1.0,61,+55.054,7021391.0,44.0,10.0,1:48.847,167.784,1
269,14,6,3,17.0,10,9.0,9,9,0.0,61,+56.054,7022391.0,45.0,13.0,1:49.371,166.98,1
270,14,8,6,4.0,12,10.0,10,10,0.0,61,+58.892,7025229.0,54.0,5.0,1:48.391,168.49,1
271,14,3,3,16.0,3,11.0,11,11,0.0,61,+59.777,7026114.0,9.0,3.0,1:48.352,168.55,1
272,14,15,7,9.0,14,12.0,12,12,0.0,61,+1:13.009,7039346.0,54.0,9.0,1:48.816,167.831,1
273,14,21,6,3.0,17,13.0,13,13,0.0,61,+1:19.890,7046227.0,49.0,14.0,1:49.417,166.91,1
274,14,24,10,21.0,19,14.0,14,14,0.0,61,+1:33.502,7059839.0,48.0,15.0,1:49.852,166.249,1
275,14,153,5,11.0,16,,R,15,0.0,47,,,32.0,18.0,1:52.483,162.36,23
276,14,67,5,12.0,13,,R,16,0.0,47,,,17.0,16.0,1:50.636,165.071,6
277,14,17,9,14.0,4,,R,17,0.0,45,,,35.0,12.0,1:49.319,167.059,23
278,14,16,10,20.0,15,,R,18,0.0,23,,,15.0,19.0,1:52.623,162.158,4
279,14,2,2,6.0,20,,R,19,0.0,19,,,18.0,17.0,1:51.346,164.018,4
280,14,154,4,8.0,18,,R,20,0.0,3,,,2.0,20.0,1:57.192,155.836,23
281,15,20,9,15.0,1,1.0,1,1,10.0,53,1:28:20.443,5300443.0,43.0,2.0,1:32.572,225.826,1
282,15,15,7,9.0,2,2.0,2,2,8.0,53,+4.877,5305320.0,38.0,4.0,1:33.152,224.42,1
283,15,1,1,1.0,3,3.0,3,3,6.0,53,+6.472,5306915.0,13.0,6.0,1:33.259,224.162,1
284,15,8,6,4.0,5,4.0,4,4,5.0,53,+7.940,5308383.0,33.0,3.0,1:32.999,224.789,1
285,15,3,3,16.0,7,5.0,5,5,4.0,53,+8.793,5309236.0,43.0,9.0,1:33.595,223.358,1
286,15,2,2,6.0,4,6.0,6,6,3.0,53,+9.509,5309952.0,13.0,10.0,1:33.600,223.346,1
287,15,22,23,23.0,6,7.0,7,7,2.0,53,+10.641,5311084.0,17.0,13.0,1:33.910,222.608,1
288,15,18,23,22.0,10,8.0,8,8,1.0,53,+11.474,5311917.0,42.0,5.0,1:33.251,224.182,1
289,15,9,2,5.0,9,9.0,9,9,0.0,53,+11.777,5312220.0,44.0,7.0,1:33.334,223.982,1
290,15,4,4,7.0,16,10.0,10,10,0.0,53,+13.065,5313508.0,28.0,14.0,1:33.946,222.523,1
291,15,5,1,2.0,11,11.0,11,11,0.0,53,+13.735,5314178.0,35.0,12.0,1:33.801,222.867,1
292,15,21,6,3.0,14,12.0,12,12,0.0,53,+14.596,5315039.0,33.0,8.0,1:33.479,223.635,1
293,15,16,10,20.0,8,13.0,13,13,0.0,53,+14.959,5315402.0,36.0,11.0,1:33.668,223.184,1
294,15,24,10,21.0,18,14.0,14,14,0.0,53,+15.734,5316177.0,36.0,16.0,1:34.294,221.702,1
295,15,6,3,17.0,15,15.0,15,15,0.0,53,+17.973,5318416.0,26.0,18.0,1:34.783,220.558,1
296,15,154,4,8.0,17,16.0,16,16,0.0,52,,,39.0,17.0,1:34.643,220.884,11
297,15,17,9,14.0,19,17.0,17,17,0.0,51,,,50.0,1.0,1:32.569,225.833,12
298,15,153,5,11.0,12,,R,18,0.0,43,,,34.0,15.0,1:34.049,222.279,3
299,15,67,5,12.0,13,,R,19,0.0,11,,,5.0,19.0,1:35.392,219.15,8
300,15,10,7,10.0,20,,W,20,0.0,0,,,,,,,73
301,16,17,9,14.0,2,1.0,1,1,10.0,71,1:32:23.081,5543081.0,25.0,1.0,1:13.733,210.386,1
302,16,9,2,5.0,8,2.0,2,2,8.0,71,+7.626,5550707.0,38.0,4.0,1:14.155,209.188,1
303,16,1,1,1.0,17,3.0,3,3,6.0,71,+18.944,5562025.0,59.0,6.0,1:14.345,208.654,1
304,16,20,9,15.0,15,4.0,4,4,5.0,71,+19.652,5562733.0,59.0,2.0,1:13.890,209.939,1
305,16,18,23,22.0,14,5.0,5,5,4.0,71,+29.005,5572086.0,46.0,7.0,1:14.353,208.631,1
306,16,8,6,4.0,5,6.0,6,6,3.0,71,+33.340,5576421.0,47.0,9.0,1:14.558,208.058,1
307,16,67,5,12.0,6,7.0,7,7,2.0,71,+35.991,5579072.0,58.0,10.0,1:14.563,208.044,1
308,16,22,23,23.0,1,8.0,8,8,1.0,71,+45.454,5588535.0,20.0,3.0,1:13.950,209.768,1
309,16,5,1,2.0,16,9.0,9,9,0.0,71,+48.499,5591580.0,68.0,5.0,1:14.303,208.772,1
310,16,155,7,10.0,11,10.0,10,10,0.0,71,+1:03.324,5606405.0,71.0,11.0,1:14.676,207.729,1
311,16,21,6,3.0,19,11.0,11,11,0.0,71,+1:10.665,5613746.0,55.0,14.0,1:14.931,207.022,1
312,16,24,10,21.0,20,12.0,12,12,0.0,71,+1:11.388,5614469.0,43.0,16.0,1:14.990,206.859,1
313,16,154,4,8.0,13,13.0,13,13,0.0,70,,,54.0,12.0,1:14.789,207.415,11
314,16,153,5,11.0,12,14.0,14,14,0.0,70,,,59.0,13.0,1:14.861,207.216,11
315,16,6,3,17.0,9,,R,15,0.0,30,,,21.0,17.0,1:15.073,206.63,3
316,16,3,3,16.0,7,,R,16,0.0,27,,,16.0,8.0,1:14.370,208.584,6
317,16,2,2,6.0,18,,R,17,0.0,21,,,19.0,15.0,1:14.988,206.865,60
318,16,16,10,20.0,3,,R,18,0.0,0,,,,,,,3
319,16,15,7,9.0,4,,R,19,0.0,0,,,,,,,3
320,16,4,4,7.0,10,,R,20,0.0,0,,,,,,,3
321,17,20,9,15.0,2,1.0,1,1,10.0,55,1:34:03.414,5643414.0,54.0,1.0,1:40.279,199.387,1
322,17,17,9,14.0,3,2.0,2,2,8.0,55,+17.857,5661271.0,14.0,5.0,1:40.571,198.808,1
323,17,18,23,22.0,5,3.0,3,3,6.0,55,+18.467,5661881.0,49.0,6.0,1:40.642,198.668,1
324,17,22,23,23.0,4,4.0,4,4,5.0,55,+22.735,5666149.0,54.0,4.0,1:40.449,199.05,1
325,17,2,2,6.0,8,5.0,5,5,4.0,55,+26.253,5669667.0,54.0,7.0,1:40.672,198.609,1
326,17,155,7,10.0,12,6.0,6,6,3.0,55,+28.343,5671757.0,55.0,11.0,1:40.779,198.398,1
327,17,15,7,9.0,6,7.0,7,7,2.0,55,+34.366,5677780.0,49.0,8.0,1:40.723,198.508,1
328,17,67,5,12.0,10,8.0,8,8,1.0,55,+41.294,5684708.0,55.0,2.0,1:40.326,199.294,1
329,17,3,3,16.0,9,9.0,9,9,0.0,55,+45.941,5689355.0,49.0,15.0,1:40.997,197.97,1
330,17,9,2,5.0,7,10.0,10,10,0.0,55,+48.180,5691594.0,54.0,14.0,1:40.924,198.113,1
331,17,5,1,2.0,18,11.0,11,11,0.0,55,+52.798,5696212.0,53.0,18.0,1:41.316,197.346,1
332,17,8,6,4.0,11,12.0,12,12,0.0,55,+54.317,5697731.0,54.0,12.0,1:40.843,198.272,1
333,17,6,3,17.0,13,13.0,13,13,0.0,55,+59.839,5703253.0,54.0,9.0,1:40.754,198.447,1
334,17,4,4,7.0,15,14.0,14,14,0.0,55,+1:09.687,5713101.0,54.0,10.0,1:40.757,198.441,1
335,17,24,10,21.0,16,15.0,15,15,0.0,55,+1:34.450,5737864.0,54.0,17.0,1:41.277,197.422,1
336,17,21,6,3.0,20,16.0,16,16,0.0,54,,,54.0,16.0,1:41.132,197.705,11
337,17,16,10,20.0,17,17.0,17,17,0.0,54,,,34.0,13.0,1:40.904,198.152,11
338,17,154,4,8.0,19,18.0,18,18,0.0,54,,,47.0,19.0,1:42.274,195.498,11
339,17,1,1,1.0,1,,R,19,0.0,20,,,16.0,3.0,1:40.367,199.212,23
340,17,153,5,11.0,14,,R,20,0.0,18,,,16.0,20.0,1:43.318,193.522,6
341,18,1,1,22.0,1,1.0,1,1,10.0,58,1:34:50.616,5690616.0,39.0,2.0,1:27.452,218.3,1
342,18,2,2,3.0,5,2.0,2,2,8.0,58,+5.478,5696094.0,41.0,3.0,1:27.739,217.586,1
343,18,3,3,7.0,7,3.0,3,3,6.0,58,+8.163,5698779.0,41.0,5.0,1:28.090,216.719,1
344,18,4,4,5.0,11,4.0,4,4,5.0,58,+17.181,5707797.0,58.0,7.0,1:28.603,215.464,1
345,18,5,1,23.0,3,5.0,5,5,4.0,58,+18.014,5708630.0,43.0,1.0,1:27.418,218.385,1
346,18,6,3,8.0,13,6.0,6,6,3.0,57,,,50.0,14.0,1:29.639,212.974,11
347,18,7,5,14.0,17,7.0,7,7,2.0,55,,,22.0,12.0,1:29.534,213.224,5
348,18,8,6,1.0,15,8.0,8,8,1.0,53,,,20.0,4.0,1:27.903,217.18,5
349,18,9,2,4.0,2,,R,9,0.0,47,,,15.0,9.0,1:28.753,215.1,4
350,18,10,7,12.0,18,,R,10,0.0,43,,,23.0,13.0,1:29.558,213.166,3
351,18,11,8,18.0,19,,R,11,0.0,32,,,24.0,15.0,1:30.892,210.038,7
352,18,12,4,6.0,20,,R,12,0.0,30,,,20.0,16.0,1:31.384,208.907,8
353,18,13,6,2.0,4,,R,13,0.0,29,,,23.0,6.0,1:28.175,216.51,5
354,18,14,9,9.0,8,,R,14,0.0,25,,,21.0,11.0,1:29.502,213.3,4
355,18,15,7,11.0,6,,R,15,0.0,19,,,18.0,10.0,1:29.310,213.758,10
356,18,16,10,20.0,22,,R,16,0.0,8,,,8.0,17.0,1:32.021,207.461,9
357,18,17,9,10.0,14,,R,17,0.0,0,,,,,,,4
358,18,18,11,16.0,12,,R,18,0.0,0,,,,,,,4
359,18,19,8,19.0,21,,R,19,0.0,0,,,,,,,4
360,18,20,5,15.0,9,,R,20,0.0,0,,,,,,,4
361,18,21,10,21.0,16,,R,21,0.0,0,,,,,,,4
362,18,22,11,17.0,10,,D,22,0.0,58,,,44.0,8.0,1:28.736,215.141,2
363,19,8,6,1.0,2,1.0,1,1,10.0,56,1:31:18.555,5478555.0,37.0,2.0,1:35.405,209.158,1
364,19,9,2,4.0,4,2.0,2,2,8.0,56,+19.570,5498125.0,39.0,6.0,1:35.921,208.033,1
365,19,5,1,23.0,8,3.0,3,3,6.0,56,+38.450,5517005.0,19.0,7.0,1:35.922,208.031,1
366,19,15,7,11.0,3,4.0,4,4,5.0,56,+45.832,5524387.0,53.0,8.0,1:36.068,207.715,1
367,19,1,1,22.0,9,5.0,5,5,4.0,56,+46.548,5525103.0,53.0,3.0,1:35.462,209.033,1
368,19,2,2,3.0,5,6.0,6,6,3.0,56,+49.833,5528388.0,55.0,1.0,1:35.366,209.244,1
369,19,17,9,10.0,6,7.0,7,7,2.0,56,+1:08.130,5546685.0,53.0,12.0,1:36.696,206.366,1
370,19,4,4,5.0,7,8.0,8,8,1.0,56,+1:10.041,5548596.0,40.0,10.0,1:36.288,207.24,1
371,19,14,9,9.0,12,9.0,9,9,0.0,56,+1:16.220,5554775.0,55.0,9.0,1:36.206,207.417,1
372,19,18,11,16.0,11,10.0,10,10,0.0,56,+1:26.214,5564769.0,56.0,4.0,1:35.715,208.481,1
373,19,12,4,6.0,13,11.0,11,11,0.0,56,+1:32.202,5570757.0,52.0,15.0,1:36.956,205.812,1
374,19,21,10,21.0,17,12.0,12,12,0.0,55,,,52.0,16.0,1:36.962,205.8,11
375,19,22,11,17.0,14,13.0,13,13,0.0,55,,,55.0,11.0,1:36.693,206.372,11
376,19,3,3,7.0,16,14.0,14,14,0.0,55,,,55.0,13.0,1:36.782,206.182,11
377,19,19,8,19.0,21,15.0,15,15,0.0,55,,,55.0,18.0,1:38.171,203.265,11
378,19,11,8,18.0,19,16.0,16,16,0.0,54,,,53.0,19.0,1:38.504,202.578,12
379,19,6,3,8.0,22,17.0,17,17,0.0,54,,,19.0,17.0,1:37.711,204.222,12
380,19,20,5,15.0,15,,R,18,0.0,39,,,37.0,14.0,1:36.870,205.995,5
381,19,13,6,2.0,1,,R,19,0.0,30,,,15.0,5.0,1:35.914,208.048,20
382,19,16,10,20.0,20,,R,20,0.0,5,,,3.0,20.0,1:40.330,198.891,9
383,19,10,7,12.0,10,,R,21,0.0,1,,,,,,,4
384,19,7,5,14.0,18,,R,22,0.0,0,,,,,,,20
385,20,13,6,2.0,2,1.0,1,1,10.0,57,1:31:06.970,5466970.0,38.0,3.0,1:33.600,208.153,1
386,20,8,6,1.0,4,2.0,2,2,8.0,57,+3.339,5470309.0,35.0,4.0,1:33.709,207.911,1
387,20,9,2,4.0,1,3.0,3,3,6.0,57,+4.998,5471968.0,55.0,5.0,1:33.775,207.765,1
388,20,2,2,3.0,6,4.0,4,4,5.0,57,+8.409,5475379.0,48.0,2.0,1:33.565,208.231,1
389,20,5,1,23.0,5,5.0,5,5,4.0,57,+26.789,5493759.0,49.0,1.0,1:33.193,209.062,1
390,20,15,7,11.0,7,6.0,6,6,3.0,57,+41.314,5508284.0,45.0,7.0,1:34.204,206.819,1
391,20,17,9,10.0,11,7.0,7,7,2.0,57,+45.473,5512443.0,51.0,8.0,1:34.305,206.597,1
392,20,3,3,7.0,8,8.0,8,8,1.0,57,+55.889,5522859.0,57.0,6.0,1:34.072,207.109,1
393,20,10,7,12.0,13,9.0,9,9,0.0,57,+1:09.500,5536470.0,56.0,9.0,1:34.807,205.503,1
394,20,4,4,5.0,10,10.0,10,10,0.0,57,+1:17.181,5544151.0,35.0,13.0,1:35.194,204.668,1
395,20,22,11,17.0,12,11.0,11,11,0.0,57,+1:17.862,5544832.0,40.0,10.0,1:34.855,205.399,1
396,20,21,10,21.0,18,12.0,12,12,0.0,56,,,56.0,11.0,1:35.057,204.963,11
397,20,1,1,22.0,3,13.0,13,13,0.0,56,,,25.0,19.0,1:35.520,203.969,11
398,20,6,3,8.0,16,14.0,14,14,0.0,56,,,30.0,17.0,1:35.433,204.155,11
399,20,7,5,14.0,15,15.0,15,15,0.0,56,,,33.0,15.0,1:35.333,204.369,11
400,20,19,8,19.0,21,16.0,16,16,0.0,56,,,45.0,14.0,1:35.324,204.389,11
401,20,11,8,18.0,22,17.0,17,17,0.0,56,,,56.0,20.0,1:35.891,203.18,11
402,20,14,9,9.0,17,18.0,18,18,0.0,56,,,43.0,16.0,1:35.351,204.331,11
403,20,16,10,20.0,20,19.0,19,19,0.0,56,,,55.0,18.0,1:35.442,204.136,12
404,20,12,4,6.0,14,,R,20,0.0,40,,,31.0,12.0,1:35.129,204.808,6
405,20,18,11,16.0,9,,R,21,0.0,19,,,11.0,21.0,1:36.125,202.686,4
406,20,20,5,15.0,19,,R,22,0.0,0,,,,,,,5
407,21,8,6,1.0,1,1.0,1,1,10.0,66,1:38:19.051,5899051.0,46.0,1.0,1:21.670,205.191,1
408,21,13,6,2.0,3,2.0,2,2,8.0,66,+3.228,5902279.0,45.0,2.0,1:21.801,204.863,1
409,21,1,1,22.0,5,3.0,3,3,6.0,66,+4.187,5903238.0,20.0,3.0,1:22.017,204.323,1
410,21,9,2,4.0,4,4.0,4,4,5.0,66,+5.694,5904745.0,20.0,4.0,1:22.106,204.102,1
411,21,17,9,10.0,7,5.0,5,5,4.0,66,+35.938,5934989.0,19.0,8.0,1:22.564,202.969,1
412,21,18,11,16.0,13,6.0,6,6,3.0,66,+53.010,5952061.0,66.0,5.0,1:22.353,203.489,1
413,21,6,3,8.0,12,7.0,7,7,2.0,66,+58.244,5957295.0,48.0,15.0,1:23.549,200.576,1
414,21,15,7,11.0,8,8.0,8,8,1.0,66,+59.435,5958486.0,45.0,10.0,1:22.758,202.494,1
415,21,2,2,3.0,9,9.0,9,9,0.0,66,+1:03.073,5962124.0,21.0,7.0,1:22.519,203.08,1
416,21,21,10,21.0,19,10.0,10,10,0.0,65,,,40.0,14.0,1:23.439,200.841,11
417,21,10,7,12.0,14,11.0,11,11,0.0,65,,,57.0,12.0,1:23.007,201.886,11
418,21,14,9,9.0,17,12.0,12,12,0.0,65,,,57.0,11.0,1:22.842,202.288,11
419,21,11,8,18.0,22,13.0,13,13,0.0,65,,,34.0,17.0,1:24.617,198.045,11
420,21,3,3,7.0,15,,R,14,0.0,41,,,20.0,13.0,1:23.319,201.13,5
421,21,4,4,5.0,2,,R,15,0.0,34,,,15.0,9.0,1:22.683,202.677,5
422,21,22,11,17.0,11,,R,16,0.0,34,,,21.0,16.0,1:23.858,199.837,4
423,21,5,1,23.0,6,,R,17,0.0,21,,,19.0,6.0,1:22.453,203.243,3
424,21,19,8,19.0,21,,R,18,0.0,8,,,6.0,20.0,1:26.864,192.922,21
425,21,7,5,14.0,16,,R,19,0.0,7,,,6.0,19.0,1:25.999,194.862,4
426,21,12,4,6.0,10,,R,20,0.0,6,,,6.0,18.0,1:25.444,196.128,4
427,21,16,10,20.0,20,,R,21,0.0,0,,,,,,,4
428,21,20,5,15.0,18,,R,22,0.0,0,,,,,,,4
429,22,13,6,2.0,1,1.0,1,1,10.0,58,1:26:49.451,5209451.0,16.0,3.0,1:26.666,221.734,1
430,22,1,1,22.0,3,2.0,2,2,8.0,58,+3.779,5213230.0,31.0,2.0,1:26.529,222.085,1
431,22,8,6,1.0,4,3.0,3,3,6.0,58,+4.271,5213722.0,20.0,1.0,1:26.506,222.144,1
432,22,9,2,4.0,5,4.0,4,4,5.0,58,+21.945,5231396.0,17.0,4.0,1:26.780,221.442,1
433,22,2,2,3.0,9,5.0,5,5,4.0,58,+38.741,5248192.0,20.0,5.0,1:27.219,220.328,1
434,22,4,4,5.0,7,6.0,6,6,3.0,58,+53.724,5263175.0,57.0,6.0,1:27.280,220.174,1
435,22,17,9,10.0,6,7.0,7,7,2.0,58,+1:04.229,5273680.0,14.0,7.0,1:27.630,219.294,1
436,22,3,3,7.0,11,8.0,8,8,1.0,58,+1:11.406,5280857.0,55.0,9.0,1:27.795,218.882,1
437,22,14,9,9.0,10,9.0,9,9,0.0,58,+1:15.270,5284721.0,41.0,12.0,1:27.966,218.457,1
438,22,15,7,11.0,8,10.0,10,10,0.0,58,+1:16.344,5285795.0,52.0,11.0,1:27.926,218.556,1
439,22,18,11,16.0,13,11.0,11,11,0.0,57,,,57.0,13.0,1:27.998,218.377,11
440,22,5,1,23.0,2,12.0,12,12,0.0,57,,,55.0,8.0,1:27.640,219.269,11
441,22,10,7,12.0,15,13.0,13,13,0.0,57,,,28.0,16.0,1:28.303,217.623,11
442,22,22,11,17.0,12,14.0,14,14,0.0,57,,,56.0,14.0,1:28.017,218.33,11
443,22,12,4,6.0,17,15.0,15,15,0.0,57,,,40.0,10.0,1:27.867,218.703,11
444,22,16,10,20.0,19,16.0,16,16,0.0,57,,,35.0,18.0,1:28.780,216.454,11
445,22,20,5,15.0,14,17.0,17,17,0.0,57,,,38.0,15.0,1:28.180,217.926,11
446,22,7,5,14.0,18,,R,18,0.0,24,,,19.0,17.0,1:28.745,216.539,22
447,22,6,3,8.0,16,,R,19,0.0,1,,,,,,,4
448,22,21,10,21.0,20,,R,20,0.0,0,,,,,,,4
449,23,1,1,22.0,3,1.0,1,1,10.0,76,2:00:42.742,7242742.0,71.0,6.0,1:18.510,153.152,1
450,23,9,2,4.0,5,2.0,2,2,8.0,76,+3.064,7245806.0,75.0,5.0,1:17.933,154.286,1
451,23,13,6,2.0,1,3.0,3,3,6.0,76,+4.811,7247553.0,76.0,4.0,1:17.886,154.379,1
452,23,17,9,10.0,9,4.0,4,4,5.0,76,+19.295,7262037.0,74.0,8.0,1:19.036,152.133,1
453,23,20,5,15.0,19,5.0,5,5,4.0,76,+24.657,7267399.0,74.0,7.0,1:18.787,152.614,1
454,23,22,11,17.0,14,6.0,6,6,3.0,76,+28.408,7271150.0,75.0,9.0,1:19.574,151.104,1
455,23,6,3,8.0,13,7.0,7,7,2.0,76,+30.180,7272922.0,75.0,13.0,1:19.910,150.469,1
456,23,5,1,23.0,4,8.0,8,8,1.0,76,+33.191,7275933.0,74.0,2.0,1:17.282,155.586,1
457,23,8,6,1.0,2,9.0,9,9,0.0,76,+33.792,7276534.0,74.0,1.0,1:16.689,156.789,1
458,23,4,4,5.0,7,10.0,10,10,0.0,75,,,73.0,3.0,1:17.869,154.413,11
459,23,18,11,16.0,11,11.0,11,11,0.0,75,,,74.0,10.0,1:19.582,151.089,11
460,23,10,7,12.0,10,12.0,12,12,0.0,75,,,75.0,11.0,1:19.618,151.021,11
461,23,15,7,11.0,8,13.0,13,13,0.0,75,,,75.0,12.0,1:19.830,150.62,11
462,23,2,2,3.0,12,14.0,14,14,0.0,72,,,72.0,14.0,1:20.251,149.829,14
463,23,16,10,20.0,18,,R,15,0.0,67,,,60.0,16.0,1:22.039,146.564,4
464,23,3,3,7.0,6,,R,16,0.0,59,,,58.0,15.0,1:21.270,147.951,3
465,23,12,4,6.0,17,,R,17,0.0,47,,,40.0,17.0,1:31.187,131.86,3
466,23,21,10,21.0,20,,R,18,0.0,36,,,33.0,18.0,1:32.849,129.5,6
467,23,14,9,9.0,15,,R,19,0.0,7,,,7.0,20.0,1:42.112,117.753,3
468,23,7,5,14.0,16,,R,20,0.0,7,,,7.0,19.0,1:41.150,118.872,4
469,24,9,2,4.0,2,1.0,1,1,10.0,70,1:36:24.227,5784227.0,47.0,4.0,1:17.539,202.473,1
470,24,2,2,3.0,8,2.0,2,2,8.0,70,+16.495,5800722.0,25.0,2.0,1:17.430,202.758,1
471,24,14,9,9.0,13,3.0,3,3,6.0,70,+23.352,5807579.0,36.0,7.0,1:18.085,201.057,1
472,24,10,7,12.0,11,4.0,4,4,5.0,70,+42.627,5826854.0,31.0,17.0,1:19.087,198.51,1
473,24,13,6,2.0,6,5.0,5,5,4.0,70,+43.934,5828161.0,11.0,6.0,1:18.006,201.261,1
474,24,15,7,11.0,14,6.0,6,6,3.0,70,+47.775,5832002.0,38.0,15.0,1:18.870,199.056,1
475,24,22,11,17.0,9,7.0,7,7,2.0,70,+53.597,5837824.0,35.0,10.0,1:18.301,200.503,1
476,24,20,5,15.0,19,8.0,8,8,1.0,70,+54.120,5838347.0,33.0,12.0,1:18.532,199.913,1
477,24,5,1,23.0,7,9.0,9,9,0.0,70,+54.433,5838660.0,62.0,11.0,1:18.462,200.091,1
478,24,3,3,7.0,5,10.0,10,10,0.0,70,+54.749,5838976.0,14.0,5.0,1:17.977,201.336,1
479,24,18,11,16.0,20,11.0,11,11,0.0,70,+1:07.540,5851767.0,58.0,19.0,1:19.352,197.847,1
480,24,17,9,10.0,10,12.0,12,12,0.0,70,+1:11.299,5855526.0,51.0,8.0,1:18.201,200.759,1
481,24,7,5,14.0,18,13.0,13,13,0.0,69,,,34.0,13.0,1:18.620,199.689,11
482,24,21,10,21.0,17,,R,14,0.0,51,,,41.0,16.0,1:19.066,198.563,20
483,24,6,3,8.0,12,,R,15,0.0,46,,,30.0,14.0,1:18.784,199.273,3
484,24,4,4,5.0,4,,R,16,0.0,44,,,16.0,9.0,1:18.225,200.697,20
485,24,12,4,6.0,15,,R,17,0.0,43,,,16.0,18.0,1:19.239,198.129,23
486,24,8,6,1.0,3,,R,18,0.0,19,,,14.0,1.0,1:17.387,202.871,4
487,24,1,1,22.0,1,,R,19,0.0,19,,,4.0,3.0,1:17.506,202.559,4
488,24,16,10,20.0,16,,R,20,0.0,13,,,7.0,20.0,1:20.666,194.624,6
489,25,13,6,2.0,2,1.0,1,1,10.0,70,1:31:50.245,5510245.0,20.0,2.0,1:16.729,206.956,1
490,25,8,6,1.0,1,2.0,2,2,8.0,70,+17.984,5528229.0,16.0,1.0,1:16.630,207.224,1
491,25,15,7,11.0,4,3.0,3,3,6.0,70,+28.250,5538495.0,12.0,7.0,1:17.567,204.721,1
492,25,5,1,23.0,10,4.0,4,4,5.0,70,+28.929,5539174.0,46.0,3.0,1:17.134,205.87,1
493,25,9,2,4.0,5,5.0,5,5,4.0,70,+30.512,5540757.0,16.0,4.0,1:17.172,205.768,1
494,25,17,9,10.0,6,6.0,6,6,3.0,70,+40.304,5550549.0,22.0,6.0,1:17.507,204.879,1
495,25,12,4,6.0,9,7.0,7,7,2.0,70,+41.033,5551278.0,24.0,10.0,1:17.758,204.218,1
496,25,4,4,5.0,3,8.0,8,8,1.0,70,+43.372,5553617.0,39.0,8.0,1:17.641,204.525,1
497,25,14,9,9.0,7,9.0,9,9,0.0,70,+51.021,5561266.0,23.0,12.0,1:17.818,204.06,1
498,25,1,1,22.0,13,10.0,10,10,0.0,70,+54.538,5564783.0,40.0,5.0,1:17.453,205.022,1
499,25,10,7,12.0,8,11.0,11,11,0.0,70,+57.700,5567945.0,45.0,13.0,1:17.836,204.013,1
500,25,20,5,15.0,12,12.0,12,12,0.0,70,+58.065,5568310.0,36.0,11.0,1:17.760,204.212,1
501,25,2,2,3.0,11,13.0,13,13,0.0,70,+1:02.079,5572324.0,46.0,9.0,1:17.716,204.328,1
502,25,22,11,17.0,20,14.0,14,14,0.0,69,,,54.0,14.0,1:17.969,203.665,11
503,25,6,3,8.0,15,15.0,15,15,0.0,69,,,60.0,15.0,1:18.054,203.443,11
504,25,3,3,7.0,19,16.0,16,16,0.0,69,,,38.0,17.0,1:18.311,202.776,11
505,25,7,5,14.0,14,17.0,17,17,0.0,69,,,28.0,16.0,1:18.216,203.022,11
506,25,21,10,21.0,17,18.0,18,18,0.0,69,,,53.0,19.0,1:18.557,202.141,11
507,25,16,10,20.0,18,19.0,19,19,0.0,69,,,41.0,18.0,1:18.462,202.385,11
508,25,18,11,16.0,16,,R,20,0.0,16,,,15.0,20.0,1:20.876,196.345,4
509,26,1,1,22.0,4,1.0,1,1,10.0,60,1:39:09.440,5949440.0,16.0,3.0,1:32.817,199.398,1
510,26,2,2,3.0,5,2.0,2,2,8.0,60,+1:08.577,6018017.0,21.0,2.0,1:32.719,199.609,1
511,26,22,11,17.0,16,3.0,3,3,6.0,60,+1:22.273,6031713.0,21.0,11.0,1:33.386,198.183,1
512,26,8,6,1.0,3,4.0,4,4,5.0,59,,,18.0,1.0,1:32.150,200.842,11
