qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2326,113,35,16,16,12,1:10.618,\N,\N
2327,113,43,7,21,13,1:10.834,\N,\N
2328,113,14,1,5,14,1:10.893,\N,\N
2329,113,49,15,10,15,1:11.307,\N,\N
2330,113,52,17,12,16,1:11.505,\N,\N
2331,113,17,19,14,17,1:11.662,\N,\N
2332,113,51,18,18,18,1:14.508,\N,\N
2333,113,4,4,8,19,1:20.113,\N,\N
2334,113,50,18,19,20,\N,\N,\N
2335,114,23,3,4,1,1:15.259,,
2336,114,8,1,6,2,1:15.295,,
2337,114,31,3,3,3,1:15.415,,
2338,114,15,4,7,4,1:15.500,,
2339,114,30,6,1,5,1:15.644,,
2340,114,14,1,5,6,1:15.700,,
2341,114,22,6,2,7,1:15.820,,
2342,114,4,4,8,8,1:15.884,,
2343,114,17,19,14,9,1:16.237,,
2344,114,43,7,21,10,1:16.744,,
2345,114,35,16,16,11,1:16.755,,
2346,114,21,17,11,12,1:16.967,,
2347,114,42,19,15,13,1:17.103,,
2348,114,2,15,9,14,1:17.176,,
2349,114,49,15,10,15,1:17.402,,
2350,114,52,17,12,16,1:17.452,,
2351,114,44,7,20,17,1:17.464,,
2352,114,50,18,19,18,1:18.706,,
2353,114,51,18,18,19,1:20.063,,
2354,114,18,16,17,20,\N,\N,\N
2355,115,23,3,4,1,1:15.529,\N,\N
2356,115,31,3,3,2,1:15.923,\N,\N
2357,115,30,6,1,3,1:16.047,\N,\N
2358,115,4,4,8,4,1:16.048,\N,\N
2359,115,22,6,2,5,1:16.143,\N,\N
2360,115,17,19,14,6,1:16.182,\N,\N
2361,115,44,7,20,7,1:16.598,\N,\N
2362,115,15,4,7,8,1:16.718,\N,\N
2363,115,43,7,21,9,1:16.826,\N,\N
2364,115,49,15,10,10,1:16.939,\N,\N
2365,115,14,1,5,11,1:17.024,\N,\N
2366,115,2,15,9,12,1:17.086,\N,\N
2367,115,42,19,15,13,1:17.337,\N,\N
2368,115,35,16,16,14,1:17.347,\N,\N
2369,115,50,18,19,15,1:18.014,\N,\N
2370,115,21,17,11,16,1:18.036,\N,\N
2371,115,18,16,17,17,1:18.205,\N,\N
2372,115,51,18,18,18,1:18.560,\N,\N
2373,115,52,17,12,19,1:18.692,\N,\N
2374,115,8,1,6,20,\N,\N,\N
2375,116,8,1,6,1,1:31.523,\N,\N
2376,116,30,6,1,2,1:31.555,\N,\N
2377,116,23,3,4,3,1:31.619,\N,\N
2378,116,31,3,3,4,1:31.765,\N,\N
2379,116,22,6,2,5,1:31.780,\N,\N
2380,116,15,4,7,6,1:31.976,\N,\N
2381,116,44,7,20,7,1:32.350,\N,\N
2382,116,4,4,8,8,1:32.424,\N,\N
2383,116,14,1,5,9,1:32.742,\N,\N
2384,116,43,7,21,10,1:32.949,\N,\N
2385,116,17,19,14,11,1:33.066,\N,\N
2386,116,18,16,17,12,1:33.395,\N,\N
2387,116,21,17,11,13,1:33.553,\N,\N
2388,116,52,17,12,14,1:33.827,\N,\N
2389,116,49,15,10,15,1:34.000,\N,\N
2390,116,42,19,15,16,1:34.159,\N,\N
2391,116,35,16,16,17,1:34.596,\N,\N
2392,116,50,18,19,18,1:36.318,\N,\N
2393,116,51,18,18,19,1:36.485,\N,\N
2394,116,2,15,9,20,\N,\N,\N
2395,117,23,3,4,1,1:15.019,\N,\N
2396,117,31,3,3,2,1:15.136,\N,\N
2397,117,30,6,1,3,1:15.480,\N,\N
2398,117,8,1,6,4,1:15.533,\N,\N
2399,117,14,1,5,5,1:15.628,\N,\N
2400,117,15,4,7,6,1:15.967,\N,\N
2401,117,4,4,8,7,1:16.087,\N,\N
2402,117,22,6,2,8,1:16.166,\N,\N
2403,117,17,19,14,9,1:16.308,\N,\N
2404,117,44,7,20,10,1:16.345,\N,\N
2405,117,42,19,15,11,1:16.965,\N,\N
2406,117,35,16,16,12,1:16.990,\N,\N
2407,117,43,7,21,13,1:17.068,\N,\N
2408,117,18,16,17,14,1:17.077,\N,\N
2409,117,2,15,9,15,1:17.445,\N,\N
2410,117,49,15,10,16,1:17.562,\N,\N
2411,117,21,17,11,17,1:18.431,\N,\N
2412,117,52,17,12,18,1:18.514,\N,\N
2413,117,50,18,19,19,1:18.709,\N,\N
2414,117,51,18,18,20,1:19.619,\N,\N
2415,118,22,6,2,1,1:21.209,\N,\N
2416,118,15,4,7,2,1:21.381,\N,\N
2417,118,8,1,6,3,1:21.695,\N,\N
2418,118,23,3,4,4,1:21.727,\N,\N
2419,118,30,6,1,5,1:21.867,\N,\N
2420,118,43,7,21,6,1:22.081,\N,\N
2421,118,31,3,3,7,1:22.214,\N,\N
2422,118,4,4,8,8,1:22.404,\N,\N
2423,118,35,16,16,9,1:22.591,\N,\N
2424,118,42,19,15,10,1:22.634,\N,\N
2425,118,17,19,14,11,1:22.647,\N,\N
2426,118,14,1,5,12,1:22.811,\N,\N
2427,118,44,7,20,13,1:23.042,\N,\N
2428,118,49,15,10,14,1:23.187,\N,\N
2429,118,21,17,11,15,1:23.574,\N,\N
2430,118,2,15,9,16,1:23.844,\N,\N
2431,118,52,17,12,17,1:24.385,\N,\N
2432,118,51,18,18,18,1:25.468,\N,\N
2433,118,50,18,19,19,1:25.759,\N,\N
2434,118,18,16,17,20,\N,\N,\N
2435,119,31,3,3,1,1:15.167,\N,\N
2436,119,23,3,4,2,1:15.185,\N,\N
2437,119,22,6,2,3,1:15.488,\N,\N
2438,119,15,4,7,4,1:15.679,\N,\N
2439,119,8,1,6,5,1:15.874,\N,\N
2440,119,30,6,1,6,1:15.898,\N,\N
2441,119,44,7,20,7,1:16.034,\N,\N
2442,119,4,4,8,8,1:16.483,\N,\N
2443,119,43,7,21,9,1:16.550,\N,\N
2444,119,14,1,5,10,1:16.666,\N,\N
2445,119,17,19,14,11,1:16.775,\N,\N
2446,119,21,17,11,12,1:16.831,\N,\N
2447,119,35,16,16,13,1:17.090,\N,\N
2448,119,49,15,10,14,1:17.169,\N,\N
2449,119,2,15,9,15,1:17.557,\N,\N
2450,119,51,19,15,16,1:18.021,\N,\N
2451,119,18,16,17,17,1:18.085,\N,\N
2452,119,52,17,12,18,1:18.341,\N,\N
2453,119,50,18,19,19,1:19.023,\N,\N
2454,119,53,18,18,20,1:19.174,\N,\N
2455,120,4,4,8,1,1:21.688,\N,\N
2456,120,23,3,4,2,1:21.944,\N,\N
2457,120,17,19,14,3,1:22.027,\N,\N
2458,120,31,3,3,4,1:22.180,\N,\N
2459,120,22,6,2,5,1:22.180,\N,\N
2460,120,15,4,7,6,1:22.610,\N,\N
2461,120,8,1,6,7,1:22.742,\N,\N
2462,120,30,6,1,8,1:22.755,\N,\N
2463,120,14,1,5,9,1:23.060,\N,\N
2464,120,44,7,20,10,1:23.369,\N,\N
2465,120,2,15,9,11,1:23.621,\N,\N
2466,120,51,19,15,12,1:23.660,\N,\N
2467,120,21,17,11,13,1:23.726,\N,\N
2468,120,18,16,17,14,1:23.847,\N,\N
2469,120,43,7,21,15,1:23.982,\N,\N
2470,120,35,16,16,16,1:24.100,\N,\N
2471,120,49,15,10,17,1:24.569,\N,\N
2472,120,50,18,19,18,1:26.423,\N,\N
2473,120,47,17,12,19,1:26.678,\N,\N
2474,120,53,18,18,20,1:28.907,\N,\N
2475,121,30,6,1,1,1:20.963,\N,\N
2476,121,31,3,3,2,1:21.014,\N,\N
2477,121,22,6,2,3,1:21.242,\N,\N
2478,121,8,1,6,4,1:21.466,\N,\N
2479,121,48,3,4,5,1:21.834,\N,\N
2480,121,15,4,7,6,1:21.944,\N,\N
2481,121,18,16,17,7,1:22.301,\N,\N
2482,121,14,1,5,8,1:22.471,\N,\N
2483,121,44,7,20,9,1:22.488,\N,\N
2484,121,35,16,16,10,1:22.717,\N,\N
2485,121,17,19,14,11,1:22.754,\N,\N
2486,121,43,7,21,12,1:22.914,\N,\N
2487,121,21,17,11,13,1:22.992,\N,\N
2488,121,49,15,10,14,1:23.216,\N,\N
2489,121,51,19,15,15,1:23.484,\N,\N
2490,121,2,15,9,16,1:23.803,\N,\N
2491,121,50,18,19,17,1:25.078,\N,\N
2492,121,47,17,12,18,1:25.881,\N,\N
2493,121,53,18,18,19,1:26.778,\N,\N
2494,121,4,4,8,20,1:40.405,\N,\N
2495,122,8,1,6,1,1:11.670,\N,\N
2496,122,22,6,2,2,1:11.794,\N,\N
2497,122,44,7,20,3,1:11.920,\N,\N
2498,122,31,3,3,4,1:11.948,\N,\N
2499,122,23,3,4,5,1:12.078,\N,\N
2500,122,4,4,8,6,1:12.087,\N,\N
2501,122,30,6,1,7,1:12.194,\N,\N
2502,122,14,1,5,8,1:12.297,\N,\N
2503,122,43,7,21,9,1:12.326,\N,\N
2504,122,15,4,7,10,1:12.566,\N,\N
2505,122,18,16,17,11,1:12.695,\N,\N
2506,122,35,16,16,12,1:13.050,\N,\N
2507,122,2,15,9,13,1:13.083,\N,\N
2508,122,17,19,14,14,1:13.269,\N,\N
2509,122,49,15,10,15,1:13.447,\N,\N
2510,122,51,19,15,16,1:13.585,\N,\N
2511,122,21,17,11,17,1:13.798,\N,\N
2512,122,52,17,12,18,1:14.027,\N,\N
2513,122,50,18,19,19,1:15.360,\N,\N
2514,122,53,18,18,20,1:15.644,\N,\N
2515,123,22,6,2,1,1:31.713,\N,\N
2516,123,31,3,3,2,1:32.412,\N,\N
2517,123,43,7,21,3,1:32.419,\N,\N
2518,123,44,7,20,4,1:32.862,\N,\N
2519,123,4,4,8,5,1:33.044,\N,\N
2520,123,17,19,14,6,1:33.106,\N,\N
2521,123,14,1,5,7,1:33.137,\N,\N
2522,123,8,1,6,8,1:33.272,\N,\N
2523,123,18,16,17,9,1:33.474,\N,\N
2524,123,51,19,15,10,1:33.558,\N,\N
2525,123,2,15,9,11,1:33.632,\N,\N
2526,123,49,15,10,12,1:33.896,\N,\N
2527,123,11,16,16,13,1:33.924,\N,\N
2528,123,30,6,1,14,1:34.302,\N,\N
2529,123,52,17,12,15,1:34.771,\N,\N
2530,123,21,17,11,16,1:34.912,\N,\N
2531,123,50,18,19,17,1:34.975,\N,\N
2532,123,53,18,18,18,1:37.226,\N,\N
2533,123,23,3,4,19,\N,\N,\N
2534,123,15,4,7,20,\N,\N,\N
2535,124,22,6,2,1,1:25.843,/N,/N
2536,124,30,6,1,2,1:25.848,/N,/N
2537,124,23,3,5,3,1:26.279,/N,/N
2538,124,14,1,3,4,1:26.446,/N,/N
2539,124,8,1,4,5,1:27.161,/N,/N
2540,124,31,3,6,6,1:27.249,/N,/N
2541,124,15,4,14,7,1:27.710,/N,/N
2542,124,21,17,9,8,1:27.869,/N,/N
2543,124,13,15,8,9,1:27.972,/N,/N
2544,124,2,15,7,10,1:28.232,/N,/N
2545,124,18,4,15,11,1:28.361,/N,/N
2546,124,44,16,12,12,1:28.381,/N,/N
2547,124,35,16,11,13,1:28.657,/N,/N
2548,124,63,7,24,14,1:29.205,/N,/N
2549,124,49,21,20,15,1:29.474,/N,/N
2550,124,66,7,25,16,1:29.636,/N,/N
2551,124,59,21,21,17,1:29.738,/N,/N
2552,124,17,18,23,18,1:30.086,/N,/N
2553,124,56,19,16,19,1:30.113,/N,/N
2554,124,37,19,17,20,1:30.192,/N,/N
2555,124,62,18,22,21,1:31.504,/N,/N
2556,124,11,17,10,22,1:53.351,/N,/N
2557,125,30,6,1,1,1:35.266,\N,\N
2558,125,31,3,6,2,1:35.497,\N,\N
2559,125,22,6,2,3,1:35.891,\N,\N
2560,125,23,3,3,4,1:36.028,\N,\N
2561,125,8,1,4,5,1:36.468,\N,\N
2562,125,14,1,3,6,1:36.477,\N,\N
2563,125,2,15,7,7,1:37.199,\N,\N
2564,125,18,4,15,8,1:37.245,\N,\N
2565,125,21,17,9,9,1:37.536,\N,\N
2566,125,63,7,24,10,1:37.694,\N,\N
2567,125,49,21,20,11,1:37.919,\N,\N
2568,125,15,4,14,12,1:37.920,\N,\N
2569,125,35,16,11,13,1:38.039,\N,\N
2570,125,13,15,8,14,1:38.057,\N,\N
2571,125,11,17,10,15,1:38.141,\N,\N
2572,125,59,21,21,16,1:38.284,\N,\N
2573,125,37,19,17,17,1:38.374,\N,\N
2574,125,44,16,12,18,1:38.390,\N,\N
2575,125,66,7,25,19,1:38.959,\N,\N
2576,125,56,19,16,20,1:39.121,\N,\N
2577,125,17,18,23,21,1:39.454,\N,\N
2578,125,62,18,22,22,1:40.158,\N,\N
2579,126,31,3,6,1,1:13.114,/N,/N
2580,126,30,6,1,2,1:13.241,/N,/N
2581,126,23,3,5,3,1:13.328,/N,/N
2582,126,14,1,3,4,1:13.565,/N,/N
2583,126,8,1,4,5,1:13.595,/N,/N
2584,126,15,4,14,6,1:13.611,/N,/N
2585,126,18,4,15,7,1:13.665,/N,/N
2586,126,22,6,2,8,1:13.935,/N,/N
2587,126,2,15,7,9,1:14.233,/N,/N
2588,126,63,7,24,10,1:14.443,/N,/N
2589,126,37,19,17,11,1:14.464,/N,/N
2590,126,13,15,8,12,1:14.533,/N,/N
2591,126,56,19,16,13,1:14.537,/N,/N
2592,126,21,17,9,14,1:14.748,/N,/N
2593,126,35,16,11,15,1:14.760,/N,/N
2594,126,66,7,25,16,1:14.990,/N,/N
2595,126,44,16,12,17,1:14.996,/N,/N
2596,126,49,21,20,18,1:15.112,/N,/N
2597,126,11,17,10,19,1:15.296,/N,/N
2598,126,17,18,23,20,1:15.340,/N,/N
2599,126,59,21,21,21,1:15.355,/N,/N
2600,126,62,18,22,22,1:16.728,/N,/N
2601,127,30,6,1,1,1:21.091,/N,/N
2602,127,22,6,2,2,1:21.155,/N,/N
2603,127,23,3,5,3,1:21.476,/N,/N
2604,127,31,3,6,4,1:21.605,/N,/N
2605,127,8,1,4,5,1:22.104,/N,/N
2606,127,14,1,3,6,1:22.490,/N,/N
2607,127,2,15,7,7,1:22.767,/N,/N
2608,127,15,4,14,8,1:22.833,/N,/N
2609,127,18,4,15,9,1:22.857,/N,/N
2610,127,35,16,11,10,1:23.116,/N,/N
2611,127,13,15,8,11,1:23.681,/N,/N
2612,127,44,16,12,12,1:23.821,/N,/N
2613,127,49,21,20,13,1:23.862,/N,/N
2614,127,11,17,10,14,1:24.050,/N,/N
2615,127,21,17,9,15,1:24.253,/N,/N
2616,127,63,7,24,16,1:24.328,/N,/N
2617,127,66,7,25,17,1:24.331,/N,/N
2618,127,56,19,16,18,1:24.579,/N,/N
2619,127,17,18,23,19,1:24.790,/N,/N
2620,127,59,21,21,20,1:24.808,/N,/N
2621,127,37,19,17,21,1:24.852,/N,/N
2622,127,62,18,22,22,1:27.241,/N,/N
2623,128,30,6,1,1,1:16.364,/N,/N
2624,128,22,6,2,2,1:16.690,/N,/N
2625,128,23,3,5,3,1:17.277,/N,/N
2626,128,31,3,6,4,1:17.425,/N,/N
2627,128,8,1,4,5,1:17.519,/N,/N
2628,128,18,4,15,6,1:17.638,/N,/N
2629,128,14,1,3,7,1:17.662,/N,/N
2630,128,2,15,7,8,1:17.851,/N,/N
2631,128,15,4,14,9,1:17.929,/N,/N
2632,128,49,21,20,10,1:18.121,/N,/N
2633,128,13,15,8,11,1:18.139,/N,/N
2634,128,21,17,9,12,1:18.291,/N,/N
2635,128,44,16,12,13,1:18.472,/N,/N
2636,128,59,21,21,14,1:18.515,/N,/N
2637,128,56,19,16,15,1:18.779,/N,/N
2638,128,35,16,11,16,1:18.847,/N,/N
2639,128,37,19,17,17,1:18.885,/N,/N
2640,128,63,7,24,18,1:18.897,/N,/N
2641,128,11,17,10,19,1:19.002,/N,/N
2642,128,66,7,25,20,1:19.025,/N,/N
2643,128,17,18,23,21,1:19.802,/N,/N
2644,128,62,18,22,22,1:21.415,/N,/N
2645,129,22,6,2,1,1:08.082,/N,/N
2646,129,23,3,5,2,1:08.364,/N,/N
2647,129,30,6,1,3,1:08.704,/N,/N
2648,129,31,3,6,4,1:09.118,/N,/N
2649,129,2,15,7,5,1:09.129,/N,/N
2650,129,8,1,4,6,1:09.154,/N,/N
2651,129,13,15,8,7,1:09.228,/N,/N
2652,129,14,1,3,8,1:09.335,/N,/N
2653,129,44,16,12,9,1:09.561,/N,/N
2654,129,63,7,24,10,1:09.661,/N,/N
2655,129,49,21,20,11,1:09.671,/N,/N
2656,129,59,21,21,12,1:09.723,/N,/N
2657,129,18,4,15,13,1:09.780,/N,/N
2658,129,66,7,25,14,1:09.818,/N,/N
2659,129,21,17,9,15,1:09.901,/N,/N
2660,129,15,4,14,16,1:09.980,/N,/N
2661,129,35,16,11,17,1:10.051,/N,/N
2662,129,11,17,10,18,1:10.058,/N,/N
2663,129,37,19,17,19,1:10.553,/N,/N
2664,129,56,19,16,20,1:10.741,/N,/N
2665,129,17,18,23,21,1:11.388,/N,/N
2666,129,62,18,22,22,1:12.336,/N,/N
2667,130,31,3,6,1,1:12.836,/N,/N
2668,130,30,6,1,2,1:13.018,/N,/N
2669,130,22,6,2,3,1:13.280,/N,/N
2670,130,23,3,5,4,1:13.301,/N,/N
2671,130,8,1,4,5,1:13.898,/N,/N
2672,130,21,17,9,6,1:14.132,/N,/N
2673,130,2,15,7,7,1:14.139,/N,/N
2674,130,14,1,3,8,1:14.385,/N,/N
2675,130,35,16,11,9,1:14.564,/N,/N
2676,130,15,4,14,10,1:14.688,/N,/N
2677,130,44,16,12,11,1:14.713,/N,/N
2678,130,13,15,8,12,1:14.823,/N,/N
2679,130,18,4,15,13,1:14.854,/N,/N
2680,130,56,19,16,14,1:14.882,/N,/N
2681,130,11,17,10,15,1:14.940,/N,/N
2682,130,37,19,17,16,1:15.089,/N,/N
2683,130,59,21,21,17,1:15.102,/N,/N
2684,130,63,7,24,18,1:15.111,/N,/N
2685,130,49,21,20,19,1:15.115,/N,/N
2686,130,66,7,25,20,1:15.321,/N,/N
2687,130,17,18,23,21,1:15.508,/N,/N
2688,130,62,18,22,22,1:17.347,/N,/N
2689,131,31,3,6,1,1:12.836,/N,/N
2690,131,30,6,1,2,1:13.018,/N,/N
2691,131,22,6,2,3,1:13.280,/N,/N
2692,131,23,3,5,4,1:13.301,/N,/N
2693,131,8,1,4,5,1:13.898,/N,/N
2694,131,21,17,9,6,1:14.132,/N,/N
2695,131,2,15,7,7,1:14.139,/N,/N
2696,131,14,1,3,8,1:14.385,/N,/N
2697,131,35,16,11,9,1:14.564,/N,/N
2698,131,15,4,14,10,1:14.688,/N,/N
2699,131,44,16,12,11,1:14.713,/N,/N
2700,131,13,15,8,12,1:14.823,/N,/N
2701,131,18,4,15,13,1:14.854,/N,/N
2702,131,56,19,16,14,1:14.882,/N,/N
2703,131,11,17,10,15,1:14.940,/N,/N
2704,131,37,19,17,16,1:15.089,/N,/N
2705,131,59,21,21,17,1:15.102,/N,/N
2706,131,63,7,24,18,1:15.111,/N,/N
2707,131,49,21,20,19,1:15.115,/N,/N
2708,131,66,7,25,20,1:15.321,/N,/N
2709,131,17,18,23,21,1:15.508,/N,/N
2710,131,62,18,22,22,1:17.347,/N,/N
2711,132,31,3,6,1,1:29.906,/N,/N
2712,132,23,3,5,2,1:29.915,/N,/N
2713,132,30,6,1,3,1:30.035,/N,/N
2714,132,22,6,2,4,1:30.387,/N,/N
2715,132,14,1,3,5,1:30.550,/N,/N
2716,132,8,1,4,6,1:30.591,/N,/N
2717,132,15,4,14,7,1:30.927,/N,/N
2718,132,18,4,15,8,1:31.136,/N,/N
2719,132,2,15,7,9,1:31.211,/N,/N
2720,132,63,7,24,10,1:31.389,/N,/N
2721,132,13,15,8,11,1:31.733,/N,/N
2722,132,44,16,12,12,1:31.906,/N,/N
2723,132,66,7,25,13,1:31.941,/N,/N
2724,132,11,17,10,14,1:31.999,/N,/N
2725,132,49,21,20,15,1:32.144,/N,/N
2726,132,37,19,17,16,1:32.281,/N,/N
2727,132,56,19,16,17,1:32.510,/N,/N
2728,132,21,17,9,18,1:32.591,/N,/N
2729,132,35,16,11,19,1:32.968,/N,/N
2730,132,17,18,23,20,1:32.996,/N,/N
2731,132,59,21,21,21,1:33.360,/N,/N
2732,132,62,18,22,22,1:34.251,/N,/N
2733,133,31,3,6,1,1:18.998,/N,/N
2734,133,22,6,2,2,1:19.032,/N,/N
2735,133,30,6,1,3,1:19.042,/N,/N
2736,133,23,3,5,4,1:19.329,/N,/N
2737,133,8,1,4,5,1:20.133,/N,/N
2738,133,14,1,3,6,1:20.315,/N,/N
2739,133,15,4,14,7,1:20.516,/N,/N
2740,133,63,7,24,8,1:20.995,/N,/N
2741,133,35,16,11,9,1:21.130,/N,/N
2742,133,2,15,7,10,1:21.187,/N,/N
2743,133,13,15,8,11,1:21.191,/N,/N
2744,133,18,4,15,12,1:21.247,/N,/N
2745,133,44,16,12,13,1:21.274,/N,/N
2746,133,11,17,10,14,1:21.337,/N,/N
2747,133,66,7,25,15,1:21.382,/N,/N
2748,133,49,21,20,16,1:21.416,/N,/N
2749,133,21,17,9,17,1:21.636,/N,/N
2750,133,59,21,21,18,1:21.780,/N,/N
2751,133,56,19,16,19,1:21.851,/N,/N
2752,133,17,18,23,20,1:22.281,/N,/N
2753,133,37,19,17,21,1:23.422,/N,/N
2754,133,62,18,22,22,1:24.785,/N,/N
2755,134,31,3,6,1,1:11.985,/N,/N
2756,134,30,6,1,2,1:12.008,/N,/N
2757,134,22,6,2,3,1:12.197,/N,/N
2758,134,8,1,4,4,1:12.244,/N,/N
2759,134,23,3,5,5,1:12.424,/N,/N
2760,134,14,1,3,6,1:12.498,/N,/N
2761,134,18,4,15,7,1:12.761,/N,/N
2762,134,15,4,14,8,1:13.030,/N,/N
2763,134,56,19,16,9,1:13.188,/N,/N
2764,134,2,15,7,10,1:13.370,/N,/N
2765,134,44,16,12,11,1:13.457,/N,/N
2766,134,13,15,8,12,1:13.501,/N,/N
2767,134,35,16,11,13,1:13.506,/N,/N
2768,134,11,17,10,14,1:13.542,/N,/N
2769,134,37,19,17,15,1:13.656,/N,/N
2770,134,63,7,24,16,1:13.837,/N,/N
2771,134,66,7,25,17,1:13.949,/N,/N
2772,134,17,18,23,18,1:14.800,/N,/N
2773,134,62,18,22,19,1:16.798,/N,/N
2774,134,49,21,20,20,1:18.497,/N,/N
2775,134,59,21,21,21,1:19.843,/N,/N
2776,134,21,17,9,22,—,/N,/N
2777,135,30,6,1,1,1:14.389,/N,/N
2778,135,23,3,5,2,1:14.570,/N,/N
2779,135,22,6,2,3,1:14.693,/N,/N
2780,135,31,3,6,4,1:15.108,/N,/N
2781,135,8,1,4,5,1:15.639,/N,/N
2782,135,21,17,9,6,1:15.690,/N,/N
2783,135,44,16,12,7,1:15.851,/N,/N
2784,135,15,4,14,8,1:15.885,/N,/N
2785,135,14,1,3,9,1:15.909,/N,/N
2786,135,2,15,7,10,1:15.990,/N,/N
2787,135,35,16,11,11,1:16.070,/N,/N
2788,135,11,17,10,12,1:16.072,/N,/N
2789,135,18,4,15,13,1:16.278,/N,/N
2790,135,13,15,8,14,1:16.351,/N,/N
2791,135,49,21,20,15,1:16.505,/N,/N
2792,135,56,19,16,16,1:16.533,/N,/N
2793,135,66,7,25,17,1:16.594,/N,/N
2794,135,59,21,21,18,1:16.645,/N,/N
2795,135,63,7,24,19,1:16.685,/N,/N
2796,135,37,19,17,20,1:17.077,/N,/N
2797,135,17,18,23,21,1:17.996,/N,/N
2798,135,62,18,22,22,1:19.775,/N,/N
2799,136,22,6,2,1,1:13.333,/N,/N
2800,136,30,6,1,2,1:13.392,/N,/N
2801,136,23,3,5,3,1:13.746,/N,/N
2802,136,31,3,6,4,1:14.706,/N,/N
2803,136,21,17,9,5,1:14.880,/N,/N
2804,136,15,4,14,6,1:14.980,/N,/N
2805,136,13,15,8,7,1:15.047,/N,/N
2806,136,2,15,7,8,1:15.129,/N,/N
2807,136,18,4,15,9,1:15.214,/N,/N
2808,136,14,1,3,10,1:15.223,/N,/N
2809,136,8,1,4,11,1:15.243,/N,/N
2810,136,44,16,12,12,1:15.556,/N,/N
2811,136,35,16,11,13,1:15.583,/N,/N
2812,136,11,17,10,14,1:15.804,/N,/N
2813,136,37,19,17,15,1:15.867,/N,/N
2814,136,56,19,16,16,1:16.419,/N,/N
2815,136,63,7,24,17,1:16.473,/N,/N
2816,136,66,7,25,18,1:16.626,/N,/N
2817,136,17,18,23,19,1:17.428,/N,/N
2818,136,19,18,22,20,1:17.959,/N,/N
2819,137,30,6,1,1,1:43.726,/N,/N
2820,137,8,1,4,2,1:44.150,/N,/N
2821,137,22,6,2,3,1:44.335,/N,/N
2822,137,23,3,5,4,1:44.348,/N,/N
2823,137,31,3,6,5,1:44.634,/N,/N
2824,137,14,1,3,6,1:44.759,/N,/N
2825,137,15,4,14,7,1:45.386,/N,/N
2826,137,56,19,16,8,1:45.865,/N,/N
2827,137,63,7,24,9,1:45.880,/N,/N
2828,137,18,4,15,10,1:45.972,/N,/N
2829,137,37,19,17,11,1:46.056,/N,/N
2830,137,35,16,11,12,1:46.403,/N,/N
2831,137,66,7,25,13,1:46.485,/N,/N
2832,137,21,17,9,14,1:46.508,/N,/N
2833,137,44,16,12,15,1:46.553,/N,/N
2834,137,11,17,10,16,1:46.875,/N,/N
2835,137,13,15,8,17,1:46.896,/N,/N
2836,137,2,15,7,18,1:47.272,/N,/N
2837,137,17,18,23,19,1:47.562,/N,/N
2838,137,19,18,22,20,1:48.170,/N,/N
2839,138,31,3,6,1,1:20.264,/N,/N
2840,138,30,6,1,2,1:20.521,/N,/N
2841,138,23,3,5,3,1:20.542,/N,/N
2842,138,22,6,2,4,1:20.705,/N,/N
2843,138,56,19,16,5,1:21.606,/N,/N
2844,138,8,1,4,6,1:21.7121,/N,/N
2845,138,14,1,3,7,1:21.803,/N,/N
2846,138,37,19,17,8,1:21.960,/N,/N
2847,138,35,16,11,9,1:22.126,/N,/N
2848,138,63,7,24,10,1:22.318,/N,/N
2849,138,15,4,14,11,1:22.383,/N,/N
2850,138,21,17,9,12,1:22.515,/N,/N
2851,138,66,7,25,13,1:22.521,/N,/N
2852,138,13,15,8,14,1:22.565,/N,/N
2853,138,2,15,7,15,1:22.601,/N,/N
2854,138,44,16,12,16,1:22.645,/N,/N
2855,138,18,4,15,17,1:22.714,/N,/N
2856,138,11,17,10,18,1:23.166,/N,/N
2857,138,17,18,23,19,1:23.794,/N,/N
2858,138,62,18,22,20,1:25.111,/N,/N
2859,139,30,6,1,1,1:10.790,/N,/N
2860,139,22,6,2,2,1:11.058,/N,/N
2861,139,14,1,3,3,1:11.413,/N,/N
2862,139,31,3,6,4,1:11.414,/N,/N
2863,139,23,3,5,5,1:11.587,/N,/N
2864,139,8,1,4,6,1:11.633,/N,/N
2865,139,35,16,11,7,1:11.738,/N,/N
2866,139,15,4,14,8,1:11.888,/N,/N
2867,139,21,17,9,9,1:11.902,/N,/N
2868,139,2,15,7,10,1:11.953,/N,/N
2869,139,49,15,8,11,1:12.083,/N,/N
2870,139,44,16,12,12,1:12.161,/N,/N
2871,139,56,19,16,13,1:12.282,/N,/N
2872,139,18,4,15,14,1:12.401,/N,/N
2873,139,11,17,10,15,1:12.647,/N,/N
2874,139,66,7,25,16,1:12.723,/N,/N
2875,139,37,19,17,17,1:12.739,/N,/N
2876,139,17,18,23,18,1:13.128,/N,/N
2877,139,63,7,24,19,1:13.213,/N,/N
2878,139,62,18,22,20,1:13.809,/N,/N
2879,140,30,6,1,1,1:31.317,\N,\N
2880,140,22,6,2,2,1:31.749,\N,\N
2881,140,14,1,3,3,1:32.088,\N,\N
2882,140,8,1,4,4,1:32.197,\N,\N
2883,140,23,3,5,5,1:32.444,\N,\N
2884,140,31,3,6,6,1:32.507,\N,\N
2885,140,11,17,10,7,1:33.090,\N,\N
2886,140,21,17,9,8,1:33.276,\N,\N
2887,140,35,16,11,9,1:33.349,\N,\N
