qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
8390,969,830,9,33,5,1:24.482,1:24.092,1:23.485
8391,969,154,210,8,6,1:25.419,1:24.718,1:24.074
8392,969,13,3,19,7,1:25.099,1:24.597,1:24.443
8393,969,832,5,55,8,1:25.542,1:24.997,1:24.487
8394,969,826,5,26,9,1:25.970,1:24.864,1:24.512
8395,969,817,9,3,10,1:25.383,1:23.989,\N
8396,969,815,10,11,11,1:25.064,1:25.081,\N
8397,969,807,4,27,12,1:24.975,1:25.091,\N
8398,969,4,1,14,13,1:25.872,1:25.425,\N
8399,969,839,10,31,14,1:26.009,1:25.568,\N
8400,969,828,15,9,15,1:26.236,1:26.465,\N
8401,969,841,15,36,16,1:26.419,\N,\N
8402,969,825,210,20,17,1:26.847,\N,\N
8403,969,838,1,2,18,1:26.858,\N,\N
8404,969,840,3,18,19,1:27.143,\N,\N
8405,969,835,4,30,20,1:28.244,\N,\N
8406,970,1,131,44,1,1:33.333,1:32.406,1:31.678
8407,970,20,6,5,2,1:33.078,1:32.391,1:31.864
8408,970,822,131,77,3,1:33.684,1:32.552,1:31.865
8409,970,8,6,7,4,1:33.341,1:32.181,1:32.140
8410,970,817,9,3,5,1:34.041,1:33.546,1:33.033
8411,970,13,3,19,6,1:34.205,1:33.759,1:33.507
8412,970,807,4,27,7,1:34.453,1:33.636,1:33.580
8413,970,815,10,11,8,1:34.657,1:33.920,1:33.706
8414,970,826,5,26,9,1:34.440,1:34.034,1:33.719
8415,970,840,3,18,10,1:33.986,1:34.090,1:34.220
8416,970,832,5,55,11,1:34.567,1:34.150,\N
8417,970,825,210,20,12,1:34.942,1:34.164,\N
8418,970,4,1,14,13,1:34.499,1:34.372,\N
8419,970,828,15,9,14,1:34.892,1:35.046,\N
8420,970,841,15,36,15,1:34.963,\N,\N
8421,970,838,1,2,16,1:35.023,\N,\N
8422,970,154,210,8,17,1:35.223,\N,\N
8423,970,835,4,30,18,1:35.279,\N,\N
8424,970,830,9,33,19,1:35.433,\N,\N
8425,970,839,10,31,20,1:35.496,\N,\N
8426,971,822,131,77,1,1:31.041,1:29.555,1:28.769
8427,971,1,131,44,2,1:30.814,1:29.535,1:28.792
8428,971,20,6,5,3,1:31.037,1:29.596,1:29.247
8429,971,817,9,3,4,1:31.667,1:30.497,1:29.545
8430,971,8,6,7,5,1:30.988,1:29.843,1:29.567
8431,971,830,9,33,6,1:30.904,1:30.307,1:29.687
8432,971,807,4,27,7,1:31.057,1:30.169,1:29.842
8433,971,13,3,19,8,1:31.373,1:30.677,1:30.074
8434,971,154,210,8,9,1:31.691,1:30.857,1:30.763
8435,971,835,4,30,10,1:31.458,1:30.899,1:31.074
8436,971,826,5,26,11,1:31.531,1:30.923,\N
8437,971,840,3,18,12,1:31.748,1:31.168,\N
8438,971,836,15,94,13,1:31.995,1:31.414,\N
8439,971,839,10,31,14,1:31.774,1:31.684,\N
8440,971,4,1,14,15,1:32.054,\N,\N
8441,971,832,5,55,16,1:32.118,\N,\N
8442,971,838,1,2,17,1:32.313,\N,\N
8443,971,815,10,11,18,1:32.318,\N,\N
8444,971,828,15,9,19,1:32.543,\N,\N
8445,971,825,210,20,20,1:32.900,\N,\N
8446,972,20,6,5,1,1:34.493,1:34.038,1:33.194
8447,972,8,6,7,2,1:34.953,1:33.663,1:33.253
8448,972,822,131,77,3,1:34.041,1:33.264,1:33.289
8449,972,1,131,44,4,1:34.409,1:33.760,1:33.767
8450,972,817,9,3,5,1:35.560,1:35.483,1:34.905
8451,972,13,3,19,6,1:35.828,1:35.049,1:35.110
8452,972,830,9,33,7,1:35.301,1:35.221,1:35.161
8453,972,807,4,27,8,1:35.507,1:35.328,1:35.285
8454,972,815,10,11,9,1:36.185,1:35.513,1:35.337
8455,972,839,10,31,10,1:35.372,1:35.729,1:35.430
8456,972,832,5,55,11,1:35.827,1:35.948,\N
8457,972,840,3,18,12,1:36.279,1:35.964,\N
8458,972,826,5,26,13,1:35.984,1:35.968,\N
8459,972,825,210,20,14,1:36.408,1:36.017,\N
8460,972,4,1,14,15,1:36.353,1:36.660,\N
8461,972,835,4,30,16,1:36.462,\N,\N
8462,972,838,1,2,17,1:37.070,\N,\N
8463,972,836,15,94,18,1:37.332,\N,\N
8464,972,828,15,9,19,1:37.507,\N,\N
8465,972,154,210,8,20,1:37.620,\N,\N
8466,973,1,131,44,1,1:20.511,1:20.210,1:19.149
8467,973,20,6,5,2,1:20.939,1:20.295,1:19.200
8468,973,822,131,77,3,1:20.991,1:20.300,1:19.373
8469,973,8,6,7,4,1:20.742,1:20.621,1:19.439
8470,973,830,9,33,5,1:21.430,1:20.722,1:19.706
8471,973,817,9,3,6,1:21.704,1:20.855,1:20.175
8472,973,4,1,14,7,1:22.015,1:21.251,1:21.048
8473,973,815,10,11,8,1:21.998,1:21.239,1:21.070
8474,973,13,3,19,9,1:22.138,1:21.222,1:21.232
8475,973,839,10,31,10,1:21.901,1:21.148,1:21.272
8476,973,825,210,20,11,1:21.945,1:21.329,\N
8477,973,832,5,55,12,1:21.941,1:21.371,\N
8478,973,807,4,27,13,1:22.091,1:21.397,\N
8479,973,154,210,8,14,1:21.822,1:21.517,\N
8480,973,836,15,94,15,1:22.327,1:21.803,\N
8481,973,828,15,9,16,1:22.332,\N,\N
8482,973,835,4,30,17,1:22.401,\N,\N
8483,973,840,3,18,18,1:22.411,\N,\N
8484,973,838,1,2,19,1:22.532,\N,\N
8485,973,826,5,26,20,1:22.746,\N,\N
8486,974,8,6,7,1,1:13.117,1:12.231,1:12.178
8487,974,20,6,5,2,1:13.090,1:12.449,1:12.221
8488,974,822,131,77,3,1:13.325,1:12.901,1:12.223
8489,974,830,9,33,4,1:13.078,1:12.697,1:12.496
8490,974,817,9,3,5,1:13.219,1:13.011,1:12.998
8491,974,832,5,55,6,1:13.526,1:13.397,1:13.162
8492,974,815,10,11,7,1:13.530,1:13.430,1:13.329
8493,974,154,210,8,8,1:13.786,1:13.203,1:13.349
8494,974,18,1,22,9,1:13.723,1:13.453,1:13.613
8495,974,838,1,2,10,1:13.476,1:13.249,\N
8496,974,826,5,26,11,1:13.899,1:13.516,\N
8497,974,807,4,27,12,1:13.787,1:13.628,\N
8498,974,825,210,20,13,1:13.531,1:13.959,\N
8499,974,1,131,44,14,1:13.640,1:14.106,\N
8500,974,13,3,19,15,1:13.796,1:20.529,\N
8501,974,839,10,31,16,1:14.101,\N,\N
8502,974,835,4,30,17,1:14.696,\N,\N
8503,974,840,3,18,18,1:14.893,\N,\N
8504,974,836,15,94,19,1:15.159,\N,\N
8505,974,828,15,9,20,1:15.276,\N,\N
8506,975,1,131,44,1,1:12.692,1:12.496,1:11.459
8507,975,20,6,5,2,1:13.046,1:12.749,1:11.789
8508,975,822,131,77,3,1:12.685,1:12.563,1:12.177
8509,975,8,6,7,4,1:13.548,1:12.580,1:12.252
8510,975,830,9,33,5,1:13.177,1:12.751,1:12.403
8511,975,817,9,3,6,1:13.543,1:12.810,1:12.557
8512,975,13,3,19,7,1:13.435,1:13.012,1:12.858
8513,975,815,10,11,8,1:13.470,1:13.262,1:13.018
8514,975,839,10,31,9,1:13.520,1:13.320,1:13.135
8515,975,807,4,27,10,1:13.804,1:13.406,1:13.271
8516,975,826,5,26,11,1:13.802,1:13.690,\N
8517,975,4,1,14,12,1:13.669,1:13.693,\N
8518,975,832,5,55,13,1:14.051,1:13.756,\N
8519,975,154,210,8,14,1:13.780,1:13.839,\N
8520,975,835,4,30,15,1:13.990,1:14.293,\N
8521,975,838,1,2,16,1:14.182,\N,\N
8522,975,840,3,18,17,1:14.209,\N,\N
8523,975,825,210,20,18,1:14.318,\N,\N
8524,975,828,15,9,19,1:14.495,\N,\N
8525,975,836,15,94,20,1:14.810,\N,\N
8526,976,1,131,44,1,1:41.983,1:41.275,1:40.593
8527,976,822,131,77,2,1:43.026,1:41.502,1:41.027
8528,976,8,6,7,3,1:42.678,1:42.090,1:41.693
8529,976,20,6,5,4,1:42.952,1:41.911,1:41.841
8530,976,830,9,33,5,1:42.544,1:41.961,1:41.879
8531,976,815,10,11,6,1:43.162,1:42.467,1:42.111
8532,976,839,10,31,7,1:43.051,1:42.751,1:42.186
8533,976,840,3,18,8,1:43.613,1:42.284,1:42.753
8534,976,13,3,19,9,1:43.165,1:42.735,1:42.798
8535,976,817,9,3,10,1:42.857,1:42.215,1:43.414
8536,976,826,5,26,11,1:42.927,1:43.186,\N
8537,976,832,5,55,12,1:43.489,1:43.347,\N
8538,976,825,210,20,13,1:44.029,1:43.796,\N
8539,976,807,4,27,14,1:43.930,1:44.267,\N
8540,976,836,15,94,15,1:44.317,1:44.603,\N
8541,976,4,1,14,16,1:44.334,\N,\N
8542,976,154,210,8,17,1:44.468,\N,\N
8543,976,828,15,9,18,1:44.795,\N,\N
8544,976,838,1,2,19,1:45.030,\N,\N
8545,976,835,4,30,20,/N,/N,/N
8546,977,822,131,77,1,1:05.760,1:04.316,1:04.251
8547,977,20,6,5,2,1:05.585,1:04.772,1:04.293
8548,977,1,131,44,3,1:05.064,1:04.800,1:04.424
8549,977,8,6,7,4,1:05.148,1:05.004,1:04.779
8550,977,817,9,3,5,1:05.854,1:05.161,1:04.896
8551,977,830,9,33,6,1:05.779,1:04.948,1:04.983
8552,977,154,210,8,7,1:05.902,1:05.319,1:05.480
8553,977,815,10,11,8,1:05.975,1:05.435,1:05.605
8554,977,839,10,31,9,1:06.033,1:05.550,1:05.674
8555,977,832,5,55,10,1:05.675,1:05.544,1:05.726
8556,977,807,4,27,11,1:06.174,1:05.597,\N
8557,977,4,1,14,12,1:06.158,1:05.602,\N
8558,977,838,1,2,13,1:06.316,1:05.741,\N
8559,977,826,5,26,14,1:05.990,1:05.884,\N
8560,977,825,210,20,15,1:06.143,\N,\N
8561,977,835,4,30,16,1:06.345,\N,\N
8562,977,13,3,19,17,1:06.534,\N,\N
8563,977,840,3,18,18,1:06.608,\N,\N
8564,977,828,15,9,19,1:06.857,\N,\N
8565,977,836,15,94,20,1:07.011,\N,\N
8566,978,1,131,44,1,1:39.069,1:27.893,1:26.600
8567,978,8,6,7,2,1:40.455,1:28.992,1:27.147
8568,978,20,6,5,3,1:39.962,1:28.978,1:27.356
8569,978,822,131,77,4,1:39.698,1:28.732,1:27.376
8570,978,830,9,33,5,1:38.912,1:29.431,1:28.130
8571,978,807,4,27,6,1:39.201,1:29.340,1:28.856
8572,978,815,10,11,7,1:42.009,1:29.824,1:28.902
8573,978,839,10,31,8,1:39.738,1:29.701,1:29.074
8574,978,838,1,2,9,1:40.011,1:30.105,1:29.418
8575,978,154,210,8,10,1:42.042,1:29.966,1:29.549
8576,978,835,4,30,11,1:41.404,1:30.193,\N
8577,978,826,5,26,12,1:41.726,1:30.355,\N
8578,978,4,1,14,13,1:37.598,1:30.600,\N
8579,978,832,5,55,14,1:41.114,1:31.368,\N
8580,978,13,3,19,15,1:41.874,1:31.482,\N
8581,978,840,3,18,16,1:42.573,\N,\N
8582,978,825,210,20,17,1:42.577,\N,\N
8583,978,836,15,94,18,1:42.593,\N,\N
8584,978,828,15,9,19,1:42.633,\N,\N
8585,978,817,9,3,20,1:42.966,\N,\N
8586,979,20,6,5,1,1:17.244,1:16.802,1:16.276
8587,979,8,6,7,2,1:17.364,1:17.207,1:16.444
8588,979,822,131,77,3,1:18.058,1:17.362,1:16.530
8589,979,1,131,44,4,1:17.492,1:16.693,1:16.707
8590,979,830,9,33,5,1:17.266,1:17.028,1:16.797
8591,979,817,9,3,6,1:17.702,1:17.698,1:16.818
8592,979,807,4,27,7,1:18.137,1:17.655,1:17.468
8593,979,4,1,14,8,1:18.395,1:17.919,1:17.549
8594,979,838,1,2,9,1:18.479,1:18.000,1:17.894
8595,979,832,5,55,10,1:18.948,1:18.311,1:18.912
8596,979,835,4,30,11,1:18.699,1:18.415,\N
8597,979,839,10,31,12,1:18.843,1:18.495,\N
8598,979,826,5,26,13,1:18.702,1:18.538,\N
8599,979,815,10,11,14,1:19.095,1:18.639,\N
8600,979,154,210,8,15,1:19.085,1:18.771,\N
8601,979,825,210,20,16,1:19.095,\N,\N
8602,979,840,3,18,17,1:19.102,\N,\N
8603,979,836,15,94,18,1:19.839,\N,\N
8604,979,814,3,40,19,1:19.868,\N,\N
8605,979,828,15,9,20,1:19.972,\N,\N
8606,980,1,131,44,1,1:44.184,1:42.927,1:42.553
8607,980,20,6,5,2,1:44.275,1:43.987,1:42.795
8608,980,822,131,77,3,1:44.773,1:43.249,1:43.094
8609,980,8,6,7,4,1:44.729,1:43.700,1:43.270
8610,980,830,9,33,5,1:44.535,1:43.940,1:43.380
8611,980,817,9,3,6,1:45.114,1:44.224,1:43.863
8612,980,807,4,27,7,1:45.280,1:44.988,1:44.982
8613,980,815,10,11,8,1:45.591,1:44.894,1:45.244
8614,980,839,10,31,9,1:45.277,1:45.006,1:45.369
8615,980,835,4,30,10,1:45.447,1:44.685,\N
8616,980,4,1,14,11,1:45.668,1:45.090,\N
8617,980,154,210,8,12,1:45.728,1:45.133,\N
8618,980,825,210,20,13,1:45.535,1:45.400,\N
8619,980,832,5,55,14,1:45.374,1:45.439,\N
8620,980,838,1,2,15,1:45.441,\N,\N
8621,980,13,3,19,16,1:45.823,\N,\N
8622,980,826,5,26,17,1:46.028,\N,\N
8623,980,840,3,18,18,1:46.915,\N,\N
8624,980,828,15,9,19,1:47.214,\N,\N
8625,980,836,15,94,20,1:47.679,\N,\N
8626,981,1,131,44,1,1:36.009,1:34.660,1:35.554
8627,981,830,9,33,2,1:37.344,1:36.113,1:36.702
8628,981,817,9,3,3,1:38.304,1:37.313,1:36.841
8629,981,840,3,18,4,1:37.653,1:37.002,1:37.032
8630,981,839,10,31,5,1:38.775,1:37.580,1:37.719
8631,981,822,131,77,6,1:35.716,1:35.396,1:37.833
8632,981,8,6,7,7,1:38.235,1:37.031,1:37.987
8633,981,20,6,5,8,1:37.198,1:36.223,1:38.064
8634,981,13,3,19,9,1:38.338,1:37.456,1:38.251
8635,981,838,1,2,10,1:38.767,1:37.471,1:39.157
8636,981,815,10,11,11,1:38.511,1:37.582,
8637,981,807,4,27,12,1:39.242,1:38.059,
8638,981,4,1,14,13,1:39.134,1:38.202,
8639,981,826,5,26,14,1:39.183,1:38.245,
8640,981,832,5,55,15,1:39.788,1:38.526,
8641,981,825,210,20,16,1:40.489,,
8642,981,835,4,30,17,1:40.646,,
8643,981,828,15,9,18,1:41.732,,
8644,981,836,15,94,19,1:41.875,,
8645,981,154,210,8,20,1:43.355,\N,\N
8646,982,20,6,5,1,1:43.336,1:40.529,1:39.491
8647,982,830,9,33,2,1:42.010,1:40.332,1:39.814
8648,982,817,9,3,3,1:42.063,1:40.385,1:39.840
8649,982,8,6,7,4,1:43.328,1:40.525,1:40.069
8650,982,1,131,44,5,1:42.455,1:40.577,1:40.126
8651,982,822,131,77,6,1:43.137,1:41.409,1:40.810
8652,982,807,4,27,7,1:42.586,1:41.277,1:41.013
8653,982,4,1,14,8,1:42.086,1:41.442,1:41.179
8654,982,838,1,2,9,1:42.222,1:41.227,1:41.398
8655,982,832,5,55,10,1:42.176,1:41.826,1:42.056
8656,982,835,4,30,11,1:42.472,1:42.107,\N
8657,982,815,10,11,12,1:43.594,1:42.246,\N
8658,982,826,5,26,13,1:42.544,1:42.338,\N
8659,982,839,10,31,14,1:43.626,1:42.760,\N
8660,982,154,210,8,15,1:43.627,1:43.883,\N
8661,982,825,210,20,16,1:43.756,\N,\N
8662,982,13,3,19,17,1:44.014,\N,\N
8663,982,840,3,18,18,1:44.728,\N,\N
8664,982,836,15,94,19,1:45.059,\N,\N
8665,982,828,15,9,20,1:45.570,\N,\N
8666,983,1,131,44,1,1:31.605,1:30.977,1:30.076
8667,983,8,6,7,2,1:32.259,1:30.926,1:30.121
8668,983,830,9,33,3,1:31.920,1:30.931,1:30.541
8669,983,817,9,3,4,1:32.416,1:31.061,1:30.595
8670,983,822,131,77,5,1:32.254,1:30.803,1:30.758
8671,983,839,10,31,6,1:32.527,1:31.651,1:31.478
8672,983,838,1,2,7,1:32.838,1:31.848,1:31.582
8673,983,807,4,27,8,1:32.586,1:31.778,1:31.607
8674,983,815,10,11,9,1:32.768,1:31.484,1:31.658
8675,983,4,1,14,10,1:33.049,1:32.010,1:31.704
8676,983,13,3,19,11,1:32.267,1:32.034,
8677,983,835,4,30,12,1:32.576,1:32.100,
8678,983,840,3,18,13,1:33.000,1:32.307,
8679,983,832,5,55,14,1:32.650,1:32.402,
8680,983,842,5,10,15,1:32.547,1:32.558,
8681,983,154,210,8,16,1:33.308,,
8682,983,825,210,20,17,1:33.434,,
8683,983,836,15,94,18,1:33.483,,
8684,983,828,15,9,19,1:33.970,,
8685,983,20,6,5,20,,,
8686,984,1,131,44,1,1:29.047,1:27.819,1:27.319
8687,984,822,131,77,2,1:29.332,1:28.543,1:27.651
8688,984,20,6,5,3,1:29.352,1:28.225,1:27.791
8689,984,817,9,3,4,1:29.475,1:28.935,1:28.306
8690,984,830,9,33,5,1:29.181,1:28.747,1:28.332
8691,984,8,6,7,6,1:29.163,1:29.079,1:28.498
8692,984,839,10,31,7,1:30.115,1:29.199,1:29.111
8693,984,815,10,11,8,1:29.696,1:29.343,1:29.260
8694,984,13,3,19,9,1:30.352,1:29.687,1:29.480
8695,984,4,1,14,10,1:30.525,1:29.749,1:30.687
8696,984,838,1,2,11,1:30.654,1:29.778,\N
8697,984,807,4,27,12,1:30.252,1:29.879,\N
8698,984,825,210,20,13,1:30.774,1:29.972,\N
8699,984,835,4,30,14,1:30.516,1:30.022,\N
8700,984,832,5,55,15,1:30.565,1:30.413,\N
8701,984,154,210,8,16,1:30.849,\N,\N
8702,984,842,5,10,17,1:31.317,\N,\N
8703,984,840,3,18,18,1:31.409,\N,\N
8704,984,828,15,9,19,1:31.597,\N,\N
8705,984,836,15,94,20,1:31.885,\N,\N
8706,985,1,131,44,1,1:34.822,1:33.437,1:33.108
8707,985,20,6,5,2,1:35.420,1:34.103,1:33.347
8708,985,822,131,77,3,1:35.309,1:33.769,1:33.568
8709,985,817,9,3,4,1:35.991,1:34.495,1:33.577
8710,985,8,6,7,5,1:35.649,1:33.840,1:33.577
8711,985,830,9,33,6,1:34.899,1:34.716,1:33.658
8712,985,839,10,31,7,1:35.849,1:35.113,1:34.647
8713,985,832,4,55,8,1:35.517,1:34.899,1:34.852
8714,985,4,1,14,9,1:35.712,1:35.046,1:35.007
8715,985,815,10,11,10,1:36.358,1:34.789,1:35.148
8716,985,13,3,19,11,1:35.603,1:35.155,\N
8717,985,826,5,26,12,1:36.073,1:35.529,\N
8718,985,838,1,2,13,1:36.286,1:35.641,\N
8719,985,154,210,8,14,1:36.835,1:35.870,\N
8720,985,807,4,27,15,1:35.740,\N,\N
8721,985,828,15,9,16,1:36.842,\N,\N
8722,985,840,3,18,17,1:36.868,\N,\N
8723,985,843,5,39,18,1:36.889,\N,\N
8724,985,836,15,94,19,1:37.179,\N,\N
8725,985,825,210,20,20,1:37.394,\N,\N
8726,986,20,6,5,1,1:17.665,1:16.870,1:16.488
8727,986,830,9,33,2,1:17.630,1:16.524,1:16.574
8728,986,1,131,44,3,1:17.518,1:17.035,1:16.934
8729,986,822,131,77,4,1:17.578,1:17.161,1:16.958
8730,986,8,6,7,5,1:18.148,1:17.534,1:17.238
8731,986,839,10,31,6,1:18.336,1:17.827,1:17.437
8732,986,817,9,3,7,1:18.208,1:17.631,1:17.447
8733,986,807,4,27,8,1:18.322,1:17.792,1:17.466
8734,986,832,4,55,9,1:18.405,1:17.753,1:17.794
8735,986,815,10,11,10,1:18.020,1:17.868,1:17.807
8736,986,13,3,19,11,1:18.570,1:18.099,\N
8737,986,840,3,18,12,1:18.902,1:19.159,\N
8738,986,843,5,28,13,1:18.683,\N,\N
8739,986,4,1,14,14,1:17.710,\N,\N
8740,986,838,1,2,15,1:18.578,\N,\N
8741,986,828,15,9,16,1:19.176,\N,\N
8742,986,836,15,94,17,1:19.333,\N,\N
8743,986,825,210,20,18,1:19.443,\N,\N
8744,986,154,210,8,19,1:19.473,\N,\N
8745,986,842,5,10,20,/N,/N,/N
8746,987,822,131,77,1,1:09.452,1:08.638,1:08.322
8747,987,20,6,5,2,1:09.643,1:08.494,1:08.360
8748,987,8,6,7,3,1:09.405,1:09.116,1:08.538
8749,987,830,9,33,4,1:09.820,1:09.050,1:08.925
8750,987,817,9,3,5,1:09.828,1:09.533,1:09.330
8751,987,815,10,11,6,1:10.145,1:09.760,1:09.598
8752,987,4,1,14,7,1:10.172,1:09.593,1:09.617
8753,987,807,4,27,8,1:10.078,1:09.726,1:09.703
8754,987,832,4,55,9,1:10.227,1:09.768,1:09.805
8755,987,13,3,19,10,1:09.789,1:09.612,1:09.841
8756,987,839,10,31,11,1:10.168,1:09.830,
8757,987,154,210,8,12,1:10.148,1:09.879,
8758,987,838,1,2,13,1:10.286,1:10.116,
8759,987,825,210,20,14,1:10.521,1:10.154,
8760,987,843,5,28,15,1:10.625,,
8761,987,836,15,94,16,1:10.678,,
8762,987,842,5,10,17,1:10.686,,
8763,987,840,3,18,18,1:10.776,,
8764,987,828,15,9,19,1:10.875,,
8765,987,1,131,44,20,\N,\N,\N
8766,988,822,131,77,1,1:37.356,1:36.822,1:36.231
8767,988,1,131,44,2,1:37.391,1:36.742,1:36.403
8768,988,20,6,5,3,1:37.817,1:37.023,1:36.777
8769,988,817,9,3,4,1:38.016,1:37.583,1:36.959
8770,988,8,6,7,5,1:37.453,1:37.302,1:36.985
8771,988,830,9,33,6,1:38.021,1:37.777,1:37.328
8772,988,807,4,27,7,1:38.781,1:38.138,1:38.282
8773,988,815,10,11,8,1:38.601,1:38.359,1:38.374
8774,988,839,10,31,9,1:38.896,1:38.392,1:38.397
8775,988,13,3,19,10,1:38.629,1:38.565,1:38.550
8776,988,4,1,14,11,1:38.820,1:38.636,\N
8777,988,832,4,55,12,1:38.810,1:38.725,\N
8778,988,838,1,2,13,1:38.777,1:38.808,\N
8779,988,825,210,20,14,1:39.395,1:39.298,\N
8780,988,840,3,18,15,1:39.503,1:39.646,\N
8781,988,154,210,8,16,1:39.516,\N,\N
8782,988,842,5,10,17,1:39.724,\N,\N
8783,988,836,15,94,18,1:39.930,\N,\N
8784,988,828,15,9,19,1:39.994,\N,\N
8785,988,843,5,28,20,1:40.471,\N,\N
8786,989,1,131,44,1,1:22.824,1:22.051,1:21.164
8787,989,8,6,7,2,1:23.096,1:22.507,1:21.828
8788,989,20,6,5,3,1:23.348,1:21.944,1:21.838
8789,989,830,9,33,4,1:23.483,1:22.416,1:21.879
8790,989,817,9,3,5,1:23.494,1:22.897,1:22.152
8791,989,825,210,20,6,1:23.909,1:23.300,1:23.187
8792,989,154,210,8,7,1:23.671,1:23.468,1:23.339
8793,989,807,4,27,8,1:23.782,1:23.544,1:23.532
8794,989,832,4,55,9,1:23.529,1:23.061,1:23.577
8795,989,822,131,77,10,1:23.686,1:22.089,
8796,989,4,1,14,11,1:23.597,1:23.692,
8797,989,838,1,2,12,1:24.073,1:23.853,
8798,989,815,10,11,13,1:24.344,1:24.005,
8799,989,840,3,18,14,1:24.464,1:24.230,
8800,989,839,10,31,15,1:24.503,1:24.786,
8801,989,843,5,28,16,1:24.532,,
8802,989,828,15,9,17,1:24.556,,
8803,989,844,15,16,18,1:24.636,,
8804,989,845,3,35,19,1:24.922,,
8805,989,842,5,10,20,1:25.295,,
8806,990,20,6,5,1,1:29.060,1:28.341,1:27.958
8807,990,8,6,7,2,1:28.951,1:28.515,1:28.101
8808,990,822,131,77,3,1:29.275,1:28.794,1:28.124
8809,990,1,131,44,4,1:29.396,1:28.458,1:28.220
8810,990,817,9,3,5,1:29.552,1:28.962,1:28.398
8811,990,842,5,10,6,1:30.121,1:29.836,1:29.329
8812,990,825,210,20,7,1:29.594,1:29.623,1:29.358
8813,990,807,4,27,8,1:30.260,1:29.187,1:29.570
8814,990,839,10,31,9,1:30.338,1:30.009,1:29.874
8815,990,832,4,55,10,1:29.893,1:29.802,1:29.986
8816,990,843,5,28,11,1:30.412,1:30.105,\N
8817,990,815,10,11,12,1:30.218,1:30.156,\N
8818,990,4,1,14,13,1:30.530,1:30.212,\N
8819,990,838,1,2,14,1:30.479,1:30.525,\N
8820,990,830,9,33,15,1:29.374,\N,\N
8821,990,154,210,8,16,1:30.530,\N,\N
8822,990,828,15,9,17,1:31.063,\N,\N
8823,990,845,3,35,18,1:31.414,\N,\N
8824,990,844,15,16,19,1:31.420,\N,\N
8825,990,840,3,18,20,1:31.503,\N,\N
8826,991,20,6,5,1,1:32.171,1:32.385,1:31.095
8827,991,8,6,7,2,1:32.474,1:32.286,1:31.182
8828,991,822,131,77,3,1:32.921,1:32.063,1:31.625
8829,991,1,131,44,4,1:33.283,1:31.914,1:31.675
8830,991,830,9,33,5,1:32.932,1:32.809,1:31.796
8831,991,817,9,3,6,1:33.877,1:32.688,1:31.948
8832,991,807,4,27,7,1:33.545,1:32.494,1:32.532
8833,991,815,10,11,8,1:33.464,1:32.931,1:32.758
8834,991,832,4,55,9,1:33.315,1:32.970,1:32.819
8835,991,154,210,8,10,1:33.238,1:32.524,1:32.855
8836,991,825,210,20,11,1:33.359,1:32.986,\N
8837,991,839,10,31,12,1:33.585,1:33.057,\N
8838,991,4,1,14,13,1:33.428,1:33.232,\N
8839,991,838,1,2,14,1:33.824,1:33.505,\N
8840,991,843,5,28,15,1:34.013,1:33.795,\N
8841,991,845,3,35,16,1:34.062,\N,\N
8842,991,842,5,10,17,1:34.101,\N,\N
8843,991,840,3,18,18,1:34.285,\N,\N
8844,991,844,15,16,19,1:34.454,\N,\N
8845,991,828,15,9,20,1:34.914,\N,\N
8846,992,20,6,5,1,1:42.762,1:43.015,1:41.498
8847,992,1,131,44,2,1:42.693,1:42.676,1:41.677
8848,992,822,131,77,3,1:43.355,1:42.679,1:41.837
8849,992,817,9,3,4,1:42.857,1:43.482,1:41.911
8850,992,830,9,33,5,1:42.642,1:42.901,1:41.994
8851,992,8,6,7,6,1:42.538,1:42.510,1:42.490
8852,992,839,10,31,7,1:43.021,1:42.967,1:42.523
8853,992,815,10,11,8,1:43.992,1:43.366,1:42.547
8854,992,807,4,27,9,1:43.746,1:43.232,1:43.066
8855,992,832,4,55,10,1:43.426,1:43.464,1:43.351
8856,992,840,3,18,11,1:44.359,1:43.585,
8857,992,845,3,35,12,1:44.261,1:43.886,
8858,992,4,1,14,13,1:44.010,1:44.019,
8859,992,844,15,16,14,1:43.752,1:44.074,
8860,992,825,210,20,15,1:43.674,1:44.759,
8861,992,838,1,2,16,1:44.489,,
8862,992,842,5,10,17,1:44.496,,
8863,992,828,15,9,18,1:45.541,,
8864,992,843,5,28,19,1:57.354,\N,\N
8865,992,154,210,8,20,\N,\N,\N
8866,993,1,131,44,1,1:17.633,1:17.166,1:16.173
8867,993,822,131,77,2,1:17.674,1:17.111,1:16.213
8868,993,20,6,5,3,1:17.031,1:16.802,1:16.305
8869,993,8,6,7,4,1:17.483,1:17.071,1:16.612
8870,993,830,9,33,5,1:17.411,1:17.266,1:16.816
8871,993,817,9,3,6,1:17.623,1:17.638,1:16.818
8872,993,825,210,20,7,1:18.169,1:17.618,1:17.676
8873,993,4,1,14,8,1:18.276,1:18.100,1:17.721
8874,993,832,4,55,9,1:18.480,1:17.803,1:17.790
8875,993,154,210,8,10,1:18.305,1:17.699,1:17.835
8876,993,838,1,2,11,1:18.885,1:18.323,
8877,993,842,5,10,12,1:18.550,1:18.463,
8878,993,839,10,31,13,1:18.813,1:18.696,
8879,993,844,15,16,14,1:18.661,1:18.910,
8880,993,815,10,11,15,1:18.740,1:19.098,
8881,993,807,4,27,16,1:18.923,,
8882,993,828,15,9,17,1:19.493,,
